gene_id	go_id	go_ontology	go_term
HIS92_RS07255	GO:0016799	MF	hydrolase activity, hydrolyzing N-glycosyl compounds
HIS92_RS07265	GO:0005975	BP	carbohydrate metabolic process
HIS92_RS07265	GO:0030259	BP	lipid glycosylation
HIS92_RS07265	GO:0008152	BP	metabolic process
HIS92_RS07265	GO:0008150	BP	biological_process
HIS92_RS07265	GO:0044238	BP	primary metabolic process
HIS92_RS07265	GO:0071704	BP	organic substance metabolic process
HIS92_RS07265	GO:0006629	BP	lipid metabolic process
HIS92_RS07265	GO:0009987	BP	cellular process
HIS92_RS07265	GO:0030258	BP	lipid modification
HIS92_RS07265	GO:0044237	BP	cellular metabolic process
HIS92_RS07265	GO:0044255	BP	cellular lipid metabolic process
HIS92_RS07265	GO:0070085	BP	glycosylation
HIS92_RS07265	GO:0016758	MF	transferase activity, transferring hexosyl groups
HIS92_RS07265	GO:0003674	MF	molecular_function
HIS92_RS07265	GO:0003824	MF	catalytic activity
HIS92_RS07265	GO:0016740	MF	transferase activity
HIS92_RS07265	GO:0016757	MF	transferase activity, transferring glycosyl groups
HIS92_RS07270	GO:0044237	BP	cellular metabolic process
HIS92_RS07270	GO:0009086	BP	methionine biosynthetic process
HIS92_RS07270	GO:0042558	BP	pteridine-containing compound metabolic process
HIS92_RS07270	GO:0008152	BP	metabolic process
HIS92_RS07270	GO:0008150	BP	biological_process
HIS92_RS07270	GO:0009987	BP	cellular process
HIS92_RS07270	GO:0000096	BP	sulfur amino acid metabolic process
HIS92_RS07270	GO:0000097	BP	sulfur amino acid biosynthetic process
HIS92_RS07270	GO:0006790	BP	sulfur compound metabolic process
HIS92_RS07270	GO:0006082	BP	organic acid metabolic process
HIS92_RS07270	GO:0006520	BP	cellular amino acid metabolic process
HIS92_RS07270	GO:0006555	BP	methionine metabolic process
HIS92_RS07270	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS07270	GO:0008652	BP	cellular amino acid biosynthetic process
HIS92_RS07270	GO:0009058	BP	biosynthetic process
HIS92_RS07270	GO:0009066	BP	aspartate family amino acid metabolic process
HIS92_RS07270	GO:0009067	BP	aspartate family amino acid biosynthetic process
HIS92_RS07270	GO:0016053	BP	organic acid biosynthetic process
HIS92_RS07270	GO:0019752	BP	carboxylic acid metabolic process
HIS92_RS07270	GO:0043436	BP	oxoacid metabolic process
HIS92_RS07270	GO:0044238	BP	primary metabolic process
HIS92_RS07270	GO:0044249	BP	cellular biosynthetic process
HIS92_RS07270	GO:0044272	BP	sulfur compound biosynthetic process
HIS92_RS07270	GO:0044281	BP	small molecule metabolic process
HIS92_RS07270	GO:0044283	BP	small molecule biosynthetic process
HIS92_RS07270	GO:0046394	BP	carboxylic acid biosynthetic process
HIS92_RS07270	GO:0071704	BP	organic substance metabolic process
HIS92_RS07270	GO:1901564	BP	organonitrogen compound metabolic process
HIS92_RS07270	GO:1901566	BP	organonitrogen compound biosynthetic process
HIS92_RS07270	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS07270	GO:1901605	BP	alpha-amino acid metabolic process
HIS92_RS07270	GO:1901607	BP	alpha-amino acid biosynthetic process
HIS92_RS07270	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS07270	GO:0046483	BP	heterocycle metabolic process
HIS92_RS07270	GO:1901360	BP	organic cyclic compound metabolic process
HIS92_RS07270	GO:0005622	CC	intracellular
HIS92_RS07270	GO:0005575	CC	cellular_component
HIS92_RS07270	GO:0005623	CC	cell
HIS92_RS07270	GO:0044464	CC	cell part
HIS92_RS07270	GO:0031419	MF	cobalamin binding
HIS92_RS07270	GO:0046872	MF	metal ion binding
HIS92_RS07270	GO:0008705	MF	methionine synthase activity
HIS92_RS07270	GO:0003674	MF	molecular_function
HIS92_RS07270	GO:0005488	MF	binding
HIS92_RS07270	GO:0008144	MF	drug binding
HIS92_RS07270	GO:0019842	MF	vitamin binding
HIS92_RS07270	GO:0036094	MF	small molecule binding
HIS92_RS07270	GO:0046906	MF	tetrapyrrole binding
HIS92_RS07270	GO:0048037	MF	cofactor binding
HIS92_RS07270	GO:0097159	MF	organic cyclic compound binding
HIS92_RS07270	GO:1901363	MF	heterocyclic compound binding
HIS92_RS07270	GO:0043167	MF	ion binding
HIS92_RS07270	GO:0043169	MF	cation binding
HIS92_RS07270	GO:0003824	MF	catalytic activity
HIS92_RS07270	GO:0008168	MF	methyltransferase activity
HIS92_RS07270	GO:0008172	MF	S-methyltransferase activity
HIS92_RS07270	GO:0016740	MF	transferase activity
HIS92_RS07270	GO:0016741	MF	transferase activity, transferring one-carbon groups
HIS92_RS07270	GO:0042084	MF	5-methyltetrahydrofolate-dependent methyltransferase activity
HIS92_RS07275	GO:0006555	BP	methionine metabolic process
HIS92_RS07275	GO:0055114	BP	oxidation-reduction process
HIS92_RS07275	GO:0000096	BP	sulfur amino acid metabolic process
HIS92_RS07275	GO:0006790	BP	sulfur compound metabolic process
HIS92_RS07275	GO:0008152	BP	metabolic process
HIS92_RS07275	GO:0006082	BP	organic acid metabolic process
HIS92_RS07275	GO:0006520	BP	cellular amino acid metabolic process
HIS92_RS07275	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS07275	GO:0008150	BP	biological_process
HIS92_RS07275	GO:0009066	BP	aspartate family amino acid metabolic process
HIS92_RS07275	GO:0009987	BP	cellular process
HIS92_RS07275	GO:0019752	BP	carboxylic acid metabolic process
HIS92_RS07275	GO:0043436	BP	oxoacid metabolic process
HIS92_RS07275	GO:0044237	BP	cellular metabolic process
HIS92_RS07275	GO:0044238	BP	primary metabolic process
HIS92_RS07275	GO:0044281	BP	small molecule metabolic process
HIS92_RS07275	GO:0071704	BP	organic substance metabolic process
HIS92_RS07275	GO:1901564	BP	organonitrogen compound metabolic process
HIS92_RS07275	GO:1901605	BP	alpha-amino acid metabolic process
HIS92_RS07275	GO:0004489	MF	methylenetetrahydrofolate reductase (NAD(P)H) activity
HIS92_RS07275	GO:0003674	MF	molecular_function
HIS92_RS07275	GO:0003824	MF	catalytic activity
HIS92_RS07275	GO:0016491	MF	oxidoreductase activity
HIS92_RS07275	GO:0016645	MF	oxidoreductase activity, acting on the CH-NH group of donors
HIS92_RS07275	GO:0016646	MF	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor
HIS92_RS07280	GO:0030170	MF	pyridoxal phosphate binding
HIS92_RS07280	GO:0003674	MF	molecular_function
HIS92_RS07280	GO:0005488	MF	binding
HIS92_RS07280	GO:0008144	MF	drug binding
HIS92_RS07280	GO:0019842	MF	vitamin binding
HIS92_RS07280	GO:0036094	MF	small molecule binding
HIS92_RS07280	GO:0043167	MF	ion binding
HIS92_RS07280	GO:0043168	MF	anion binding
HIS92_RS07280	GO:0048037	MF	cofactor binding
HIS92_RS07280	GO:0050662	MF	coenzyme binding
HIS92_RS07280	GO:0070279	MF	vitamin B6 binding
HIS92_RS07280	GO:0097159	MF	organic cyclic compound binding
HIS92_RS07280	GO:1901363	MF	heterocyclic compound binding
HIS92_RS07285	GO:0030170	MF	pyridoxal phosphate binding
HIS92_RS07285	GO:0003674	MF	molecular_function
HIS92_RS07285	GO:0005488	MF	binding
HIS92_RS07285	GO:0008144	MF	drug binding
HIS92_RS07285	GO:0019842	MF	vitamin binding
HIS92_RS07285	GO:0036094	MF	small molecule binding
HIS92_RS07285	GO:0043167	MF	ion binding
HIS92_RS07285	GO:0043168	MF	anion binding
HIS92_RS07285	GO:0048037	MF	cofactor binding
HIS92_RS07285	GO:0050662	MF	coenzyme binding
HIS92_RS07285	GO:0070279	MF	vitamin B6 binding
HIS92_RS07285	GO:0097159	MF	organic cyclic compound binding
HIS92_RS07285	GO:1901363	MF	heterocyclic compound binding
HIS92_RS07290	GO:0008152	BP	metabolic process
HIS92_RS07290	GO:0008150	BP	biological_process
HIS92_RS07290	GO:0003824	MF	catalytic activity
HIS92_RS07290	GO:0003674	MF	molecular_function
HIS92_RS07330	GO:0006412	BP	translation
HIS92_RS07330	GO:0008152	BP	metabolic process
HIS92_RS07330	GO:0006518	BP	peptide metabolic process
HIS92_RS07330	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS07330	GO:0008150	BP	biological_process
HIS92_RS07330	GO:0009058	BP	biosynthetic process
HIS92_RS07330	GO:0009059	BP	macromolecule biosynthetic process
HIS92_RS07330	GO:0009987	BP	cellular process
HIS92_RS07330	GO:0010467	BP	gene expression
HIS92_RS07330	GO:0019538	BP	protein metabolic process
HIS92_RS07330	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS07330	GO:0034645	BP	cellular macromolecule biosynthetic process
HIS92_RS07330	GO:0043043	BP	peptide biosynthetic process
HIS92_RS07330	GO:0043170	BP	macromolecule metabolic process
HIS92_RS07330	GO:0043603	BP	cellular amide metabolic process
HIS92_RS07330	GO:0043604	BP	amide biosynthetic process
HIS92_RS07330	GO:0044237	BP	cellular metabolic process
HIS92_RS07330	GO:0044238	BP	primary metabolic process
HIS92_RS07330	GO:0044249	BP	cellular biosynthetic process
HIS92_RS07330	GO:0044260	BP	cellular macromolecule metabolic process
HIS92_RS07330	GO:0044267	BP	cellular protein metabolic process
HIS92_RS07330	GO:0044271	BP	cellular nitrogen compound biosynthetic process
HIS92_RS07330	GO:0071704	BP	organic substance metabolic process
HIS92_RS07330	GO:1901564	BP	organonitrogen compound metabolic process
HIS92_RS07330	GO:1901566	BP	organonitrogen compound biosynthetic process
HIS92_RS07330	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS07330	GO:0005622	CC	intracellular
HIS92_RS07330	GO:0005840	CC	ribosome
HIS92_RS07330	GO:0005575	CC	cellular_component
HIS92_RS07330	GO:0005623	CC	cell
HIS92_RS07330	GO:0044464	CC	cell part
HIS92_RS07330	GO:1990904	CC	ribonucleoprotein complex
HIS92_RS07330	GO:0005737	CC	cytoplasm
HIS92_RS07330	GO:0032991	CC	protein-containing complex
HIS92_RS07330	GO:0043226	CC	organelle
HIS92_RS07330	GO:0043228	CC	non-membrane-bounded organelle
HIS92_RS07330	GO:0043229	CC	intracellular organelle
HIS92_RS07330	GO:0043232	CC	intracellular non-membrane-bounded organelle
HIS92_RS07330	GO:0044424	CC	intracellular part
HIS92_RS07330	GO:0044444	CC	cytoplasmic part
HIS92_RS07330	GO:0003735	MF	structural constituent of ribosome
HIS92_RS07330	GO:0003674	MF	molecular_function
HIS92_RS07330	GO:0005198	MF	structural molecule activity
HIS92_RS07335	GO:0005975	BP	carbohydrate metabolic process
HIS92_RS07335	GO:0009058	BP	biosynthetic process
HIS92_RS07335	GO:0008152	BP	metabolic process
HIS92_RS07335	GO:0008150	BP	biological_process
HIS92_RS07335	GO:0044238	BP	primary metabolic process
HIS92_RS07335	GO:0071704	BP	organic substance metabolic process
HIS92_RS07335	GO:0016868	MF	intramolecular transferase activity, phosphotransferases
HIS92_RS07335	GO:0016779	MF	nucleotidyltransferase activity
HIS92_RS07335	GO:0003674	MF	molecular_function
HIS92_RS07335	GO:0003824	MF	catalytic activity
HIS92_RS07335	GO:0016853	MF	isomerase activity
HIS92_RS07335	GO:0016866	MF	intramolecular transferase activity
HIS92_RS07335	GO:0016740	MF	transferase activity
HIS92_RS07335	GO:0016772	MF	transferase activity, transferring phosphorus-containing groups
HIS92_RS07345	GO:0005524	MF	ATP binding
HIS92_RS07345	GO:0016887	MF	ATPase activity
HIS92_RS07345	GO:0000166	MF	nucleotide binding
HIS92_RS07345	GO:0003674	MF	molecular_function
HIS92_RS07345	GO:0005488	MF	binding
HIS92_RS07345	GO:0008144	MF	drug binding
HIS92_RS07345	GO:0017076	MF	purine nucleotide binding
HIS92_RS07345	GO:0030554	MF	adenyl nucleotide binding
HIS92_RS07345	GO:0032553	MF	ribonucleotide binding
HIS92_RS07345	GO:0032555	MF	purine ribonucleotide binding
HIS92_RS07345	GO:0032559	MF	adenyl ribonucleotide binding
HIS92_RS07345	GO:0035639	MF	purine ribonucleoside triphosphate binding
HIS92_RS07345	GO:0036094	MF	small molecule binding
HIS92_RS07345	GO:0043167	MF	ion binding
HIS92_RS07345	GO:0043168	MF	anion binding
HIS92_RS07345	GO:0097159	MF	organic cyclic compound binding
HIS92_RS07345	GO:0097367	MF	carbohydrate derivative binding
HIS92_RS07345	GO:1901265	MF	nucleoside phosphate binding
HIS92_RS07345	GO:1901363	MF	heterocyclic compound binding
HIS92_RS07345	GO:0003824	MF	catalytic activity
HIS92_RS07345	GO:0017111	MF	nucleoside-triphosphatase activity
HIS92_RS07345	GO:0016462	MF	pyrophosphatase activity
HIS92_RS07345	GO:0016787	MF	hydrolase activity
HIS92_RS07345	GO:0016817	MF	hydrolase activity, acting on acid anhydrides
HIS92_RS07345	GO:0016818	MF	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
HIS92_RS07350	GO:0006810	BP	transport
HIS92_RS07350	GO:0008150	BP	biological_process
HIS92_RS07350	GO:0051179	BP	localization
HIS92_RS07350	GO:0051234	BP	establishment of localization
HIS92_RS07350	GO:0016020	CC	membrane
HIS92_RS07350	GO:0005575	CC	cellular_component
HIS92_RS07355	GO:0006810	BP	transport
HIS92_RS07355	GO:0008150	BP	biological_process
HIS92_RS07355	GO:0051179	BP	localization
HIS92_RS07355	GO:0051234	BP	establishment of localization
HIS92_RS07355	GO:0016020	CC	membrane
HIS92_RS07355	GO:0005575	CC	cellular_component
HIS92_RS07365	GO:0008658	MF	penicillin binding
HIS92_RS07365	GO:0003674	MF	molecular_function
HIS92_RS07365	GO:0005488	MF	binding
HIS92_RS07365	GO:0008144	MF	drug binding
HIS92_RS07365	GO:0031406	MF	carboxylic acid binding
HIS92_RS07365	GO:0033218	MF	amide binding
HIS92_RS07365	GO:0033293	MF	monocarboxylic acid binding
HIS92_RS07365	GO:0036094	MF	small molecule binding
HIS92_RS07365	GO:0043167	MF	ion binding
HIS92_RS07365	GO:0043168	MF	anion binding
HIS92_RS07365	GO:0043177	MF	organic acid binding
HIS92_RS07365	GO:0097159	MF	organic cyclic compound binding
HIS92_RS07365	GO:1901363	MF	heterocyclic compound binding
HIS92_RS07365	GO:1901681	MF	sulfur compound binding
HIS92_RS07370	GO:0055085	BP	transmembrane transport
HIS92_RS07370	GO:0006810	BP	transport
HIS92_RS07370	GO:0008150	BP	biological_process
HIS92_RS07370	GO:0051179	BP	localization
HIS92_RS07370	GO:0051234	BP	establishment of localization
HIS92_RS07370	GO:0016021	CC	integral component of membrane
HIS92_RS07370	GO:0005575	CC	cellular_component
HIS92_RS07370	GO:0016020	CC	membrane
HIS92_RS07370	GO:0031224	CC	intrinsic component of membrane
HIS92_RS07370	GO:0044425	CC	membrane part
HIS92_RS07375	GO:0006801	BP	superoxide metabolic process
HIS92_RS07375	GO:0055114	BP	oxidation-reduction process
HIS92_RS07375	GO:0008152	BP	metabolic process
HIS92_RS07375	GO:0072593	BP	reactive oxygen species metabolic process
HIS92_RS07375	GO:0008150	BP	biological_process
HIS92_RS07375	GO:0009987	BP	cellular process
HIS92_RS07375	GO:0044237	BP	cellular metabolic process
HIS92_RS07375	GO:0004784	MF	superoxide dismutase activity
HIS92_RS07375	GO:0046872	MF	metal ion binding
HIS92_RS07375	GO:0003674	MF	molecular_function
HIS92_RS07375	GO:0003824	MF	catalytic activity
HIS92_RS07375	GO:0016491	MF	oxidoreductase activity
HIS92_RS07375	GO:0016209	MF	antioxidant activity
HIS92_RS07375	GO:0016721	MF	oxidoreductase activity, acting on superoxide radicals as acceptor
HIS92_RS07375	GO:0005488	MF	binding
HIS92_RS07375	GO:0043167	MF	ion binding
HIS92_RS07375	GO:0043169	MF	cation binding
HIS92_RS07395	GO:0044237	BP	cellular metabolic process
HIS92_RS07395	GO:0016114	BP	terpenoid biosynthetic process
HIS92_RS07395	GO:0055114	BP	oxidation-reduction process
HIS92_RS07395	GO:0008152	BP	metabolic process
HIS92_RS07395	GO:0008150	BP	biological_process
HIS92_RS07395	GO:0009987	BP	cellular process
HIS92_RS07395	GO:0006629	BP	lipid metabolic process
HIS92_RS07395	GO:0006720	BP	isoprenoid metabolic process
HIS92_RS07395	GO:0006721	BP	terpenoid metabolic process
HIS92_RS07395	GO:0008299	BP	isoprenoid biosynthetic process
HIS92_RS07395	GO:0008610	BP	lipid biosynthetic process
HIS92_RS07395	GO:0009058	BP	biosynthetic process
HIS92_RS07395	GO:0044238	BP	primary metabolic process
HIS92_RS07395	GO:0044249	BP	cellular biosynthetic process
HIS92_RS07395	GO:0044255	BP	cellular lipid metabolic process
HIS92_RS07395	GO:0071704	BP	organic substance metabolic process
HIS92_RS07395	GO:1901576	BP	organic substance biosynthetic process
HIS92_RS07395	GO:0046429	MF	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity
HIS92_RS07395	GO:0003674	MF	molecular_function
HIS92_RS07395	GO:0003824	MF	catalytic activity
HIS92_RS07395	GO:0016491	MF	oxidoreductase activity
HIS92_RS07395	GO:0016725	MF	oxidoreductase activity, acting on CH or CH2 groups
HIS92_RS07395	GO:0052592	MF	oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor
HIS92_RS07400	GO:0006355	BP	regulation of transcription, DNA-templated
HIS92_RS07400	GO:0008152	BP	metabolic process
HIS92_RS07400	GO:0006139	BP	nucleobase-containing compound metabolic process
HIS92_RS07400	GO:0006351	BP	transcription, DNA-templated
HIS92_RS07400	GO:0006725	BP	cellular aromatic compound metabolic process
HIS92_RS07400	GO:0006807	BP	nitrogen compound metabolic process
HIS92_RS07400	GO:0008150	BP	biological_process
HIS92_RS07400	GO:0009058	BP	biosynthetic process
HIS92_RS07400	GO:0009059	BP	macromolecule biosynthetic process
HIS92_RS07400	GO:0009889	BP	regulation of biosynthetic process
HIS92_RS07400	GO:0009987	BP	cellular process
HIS92_RS07400	GO:0010467	BP	gene expression
HIS92_RS07400	GO:0010468	BP	regulation of gene expression
HIS92_RS07400	GO:0010556	BP	regulation of macromolecule biosynthetic process
HIS92_RS07400	GO:0016070	BP	RNA metabolic process
HIS92_RS07400	GO:0018130	BP	heterocycle biosynthetic process
HIS92_RS07400	GO:0019219	BP	regulation of nucleobase-containing compound metabolic process
HIS92_RS07400	GO:0019222	BP	regulation of metabolic process
HIS92_RS07400	GO:0019438	BP	aromatic compound biosynthetic process
HIS92_RS07400	GO:0031323	BP	regulation of cellular metabolic process
HIS92_RS07400	GO:0031326	BP	regulation of cellular biosynthetic process
HIS92_RS07400	GO:0032774	BP	RNA biosynthetic process
HIS92_RS07400	GO:0034641	BP	cellular nitrogen compound metabolic process
HIS92_RS07400	GO:0034645	BP	cellular macromolecule biosynthetic process
HIS92_RS07400	GO:0034654	BP	nucleobase-containing compound biosynthetic process
HIS92_RS07400	GO:0043170	BP	macromolecule metabolic process
HIS92_RS07400	GO:0044237	BP	cellular metabolic process
HIS92_RS07400	GO:0044238	BP	primary metabolic process
HIS92_RS07400	GO:0044249	BP	cellular biosynthetic process
HIS92_RS07400	GO:0044260	BP	cellular macromolecule metabolic process
HIS92_RS07400	GO:0044271	BP	cellular nitrogen compound biosynthetic process
HIS92_RS07400	GO:0046483	BP	heterocycle metabolic process
HIS92_RS07400	GO:0050789	BP	regulation of biological process
HIS92_RS07400	GO:0050794	BP	regulation of cellular process
HIS92_RS07400	GO:0051171	BP	regulation of nitrogen compound metabolic process
HIS92_RS07400	GO:0051252	BP	regulation of RNA metabolic process
HIS92_RS07400	GO:0060255	BP	regulation of macromolecule metabolic process
HIS92_RS07400	GO:0065007	BP	biological regulation
HIS92_RS07400	GO:0071704	BP	organic substance metabolic process
