Geneid	Chr	Start	End	Strand	Length	pDG_M-t0-1	pDG_M-t0-2	pDG7_M-t0-1	pDG7_M-t0-2	pDG-t0-1	pDG-t0-2	pDG7-t0-1	pDG7-t0-2	GIL01-t0-1	GIL01_M-t0-1
HIS92_RS09220	NZ_CP051858.1	1813865	1814422	-	558	111	243	68	250	162	194	227	297	184	68
HIS92_RS09225	NZ_CP051858.1	1814508	1816226	-	1719	112	161	209	180	152	212	228	328	283	34
HIS92_RS09230	NZ_CP051858.1	1816403	1817035	+	633	35	67	65	79	62	92	91	98	58	44
HIS92_RS09235	NZ_CP051858.1	1817053	1817697	+	645	63	111	57	98	59	76	64	109	89	57
HIS92_RS09240	NZ_CP051858.1	1817694	1818860	+	1167	27	46	37	20	33	50	43	76	87	44
HIS92_RS09245	NZ_CP051858.1	1818982	1819857	+	876	4	9	4	17	2	4	8	11	16	8
HIS92_RS09250	NZ_CP051858.1	1819924	1820211	-	288	19	19	23	48	20	18	34	47	62	18
HIS92_RS09255	NZ_CP051858.1	1820332	1821021	-	690	40	59	28	67	48	38	41	81	58	20
HIS92_RS09260	NZ_CP051858.1	1821023	1822477	-	1455	54	68	43	61	50	55	51	110	82	28
HIS92_RS09265	NZ_CP051858.1	1822627	1823307	+	681	0	2	12	4	4	1	1	16	12	5
HIS92_RS09270	NZ_CP051858.1	1823387	1824313	+	927	96	195	66	166	96	107	148	146	121	104
HIS92_RS09275	NZ_CP051858.1	1824442	1824840	+	399	565	626	460	608	704	1088	1059	1193	1337	542
HIS92_RS09280	NZ_CP051858.1	1824889	1825161	-	273	126	110	110	165	152	161	161	208	100	36
HIS92_RS09285	NZ_CP051858.1	1825394	1825606	+	213	1	3	3	2	1	3	2	2	3	0
HIS92_RS09290	NZ_CP051858.1	1825688	1825924	+	237	184	250	94	237	185	256	232	268	115	61
HIS92_RS09295	NZ_CP051858.1	1825926	1826288	+	363	238	434	151	421	371	476	459	529	234	104
HIS92_RS09300	NZ_CP051858.1	1826323	1827321	-	999	1090	1546	712	1603	1166	1357	1448	1842	1176	931
HIS92_RS09305	NZ_CP051858.1	1827804	1828073	-	270	6	5	15	9	7	7	3	15	10	4
HIS92_RS09310	NZ_CP051858.1	1828195	1828374	-	180	10	4	4	9	10	3	6	13	5	4
HIS92_RS09315	NZ_CP051858.1	1828378	1828500	-	123	3	4	0	1	0	2	6	7	3	2
HIS92_RS09320	NZ_CP051858.1	1828667	1829689	-	1023	1115	1221	1432	1732	1700	1883	2450	2808	1789	493
HIS92_RS09325	NZ_CP051858.1	1829808	1830134	-	327	555	834	468	832	592	755	780	852	453	181
HIS92_RS09330	NZ_CP051858.1	1830134	1830646	-	513	707	1329	586	1191	894	1244	1214	1346	760	330
HIS92_RS09335	NZ_CP051858.1	1830834	1831949	+	1116	533	754	445	817	548	748	745	873	688	596
HIS92_RS09340	NZ_CP051858.1	1831986	1832390	-	405	57	103	25	73	58	74	61	111	71	23
HIS92_RS09345	NZ_CP051858.1	1832455	1832958	-	504	25	36	21	32	21	21	22	36	35	7
HIS92_RS09350	NZ_CP051858.1	1832955	1833503	-	549	8	12	22	13	5	11	7	21	23	6
HIS92_RS09355	NZ_CP051858.1	1833560	1834465	-	906	2	7	22	8	5	3	5	18	24	1
HIS92_RS09360	NZ_CP051858.1	1834455	1834868	-	414	1	4	13	3	4	3	0	9	17	6
HIS92_RS09365	NZ_CP051858.1	1835039	1836349	-	1311	2981	4795	1535	4870	3822	4153	5198	5756	4259	2282
HIS92_RS09370	NZ_CP051858.1	1836602	1837720	-	1119	305	413	201	518	421	496	481	682	575	621
HIS92_RS09375	NZ_CP051858.1	1837782	1841639	-	3858	320	454	402	493	485	612	622	864	1072	1464
HIS92_RS09380	NZ_CP051858.1	1841794	1842747	-	954	17	19	35	15	5	20	17	26	45	14
HIS92_RS09385	NZ_CP051858.1	1842788	1843132	-	345	7	10	9	4	4	7	4	10	13	7
HIS92_RS09390	NZ_CP051858.1	1843357	1843971	-	615	727	811	549	1029	881	962	1077	1545	1383	780
HIS92_RS09395	NZ_CP051858.1	1843968	1844780	-	813	279	425	224	497	433	370	483	760	626	449
HIS92_RS09400	NZ_CP051858.1	1844859	1845173	-	315	2840	1922	2471	2044	1712	2037	2141	2165	1048	352
HIS92_RS09405	NZ_CP051858.1	1845256	1845765	-	510	5	27	65	38	10	12	8	68	83	25
HIS92_RS09410	NZ_CP051858.1	1846036	1847109	-	1074	218	227	249	284	243	310	254	375	333	265
HIS92_RS09415	NZ_CP051858.1	1847258	1847569	+	312	962	746	497	826	590	706	821	850	696	498
HIS92_RS09420	NZ_CP051858.1	1847728	1848582	-	855	10	14	27	25	5	14	21	64	61	16
HIS92_RS09425	NZ_CP051858.1	1848652	1849305	-	654	175	183	183	267	236	198	292	393	596	326
HIS92_RS09430	NZ_CP051858.1	1849535	1849813	+	279	0	7	8	6	12	6	7	22	25	7
HIS92_RS09435	NZ_CP051858.1	1849817	1850614	-	798	420	608	388	718	607	663	777	1017	740	524
HIS92_RS09440	NZ_CP051858.1	1850842	1852983	-	2142	41	62	116	66	63	71	80	148	163	114
HIS92_RS09445	NZ_CP051858.1	1853195	1853740	-	546	7	13	22	14	13	10	11	29	30	16
HIS92_RS09450	NZ_CP051858.1	1853860	1855266	-	1407	443	767	446	949	665	815	908	1048	855	368
HIS92_RS09455	NZ_CP051858.1	1855624	1855845	+	222	6160	5406	6965	6318	4434	6284	5574	5902	3999	930
HIS92_RS09460	NZ_CP051858.1	1855925	1856653	-	729	98	104	78	131	124	108	191	311	364	272
HIS92_RS09465	NZ_CP051858.1	1856695	1858347	-	1653	459	565	420	705	656	645	936	1370	2311	1560
HIS92_RS09470	NZ_CP051858.1	1858641	1859912	+	1272	100	113	120	102	150	136	184	248	274	254
HIS92_RS09475	NZ_CP051858.1	1860136	1861575	+	1440	291	288	148	193	234	250	299	422	701	554
HIS92_RS09480	NZ_CP051858.1	1861614	1861937	-	324	86	109	67	173	175	121	200	293	116	49
HIS92_RS09485	NZ_CP051858.1	1861938	1862369	-	432	76	74	62	189	188	139	202	352	101	56
HIS92_RS09490	NZ_CP051858.1	1862791	1863018	+	228	0	2	3	1	0	2	2	3	4	0
HIS92_RS09495	NZ_CP051858.1	1863053	1863235	-	183	0	0	5	2	1	2	1	11	9	0
HIS92_RS09500	NZ_CP051858.1	1863237	1863473	-	237	0	5	12	4	0	0	0	5	9	2
HIS92_RS09505	NZ_CP051858.1	1863728	1864222	+	495	90	87	46	96	58	45	72	91	51	22
HIS92_RS09510	NZ_CP051858.1	1864293	1865078	-	786	18	11	60	18	9	5	6	36	64	6
HIS92_RS09515	NZ_CP051858.1	1865092	1865949	-	858	1	7	33	15	5	2	3	35	52	8
HIS92_RS09520	NZ_CP051858.1	1866029	1866442	-	414	0	0	4	0	1	0	0	1	2	1
HIS92_RS09525	NZ_CP051858.1	1866536	1866769	-	234	22	41	30	36	25	27	27	47	34	26
HIS92_RS09530	NZ_CP051858.1	1866772	1867236	-	465	38	58	28	66	30	42	45	58	46	46
HIS92_RS09535	NZ_CP051858.1	1867233	1867754	-	522	9	32	34	38	28	25	16	49	50	50
HIS92_RS09540	NZ_CP051858.1	1867718	1869007	-	1290	51	69	97	90	42	92	81	150	151	135
HIS92_RS09545	NZ_CP051858.1	1869091	1869576	+	486	115	145	87	145	89	116	163	125	194	79
HIS92_RS09550	NZ_CP051858.1	1869614	1870627	-	1014	73	120	118	181	89	176	134	190	166	109
HIS92_RS09555	NZ_CP051858.1	1870644	1871657	-	1014	19	45	99	63	32	51	35	108	129	34
HIS92_RS09560	NZ_CP051858.1	1871825	1873237	-	1413	7	20	40	20	6	10	6	55	73	14
HIS92_RS09565	NZ_CP051858.1	1873354	1873677	-	324	1	6	15	10	3	7	4	7	15	2
HIS92_RS09570	NZ_CP051858.1	1873698	1873922	-	225	0	1	2	0	0	2	0	3	3	1
HIS92_RS09575	NZ_CP051858.1	1874001	1874306	-	306	139	162	72	184	135	164	189	238	153	130
HIS92_RS09580	NZ_CP051858.1	1874504	1874686	+	183	10	3	7	2	8	7	5	16	3	6
HIS92_RS09585	NZ_CP051858.1	1874736	1875860	-	1125	10	26	78	47	22	33	25	81	112	17
HIS92_RS09590	NZ_CP051858.1	1876013	1878199	+	2187	4	21	25	9	10	12	8	33	44	11
HIS92_RS09595	NZ_CP051858.1	1878216	1879310	+	1095	12	15	14	2	10	13	1	22	31	8
HIS92_RS09600	NZ_CP051858.1	1879286	1880365	+	1080	35	61	17	19	22	20	26	27	42	15
HIS92_RS09605	NZ_CP051858.1	1880458	1880643	+	186	4	9	4	17	14	14	33	28	15	5
HIS92_RS09610	NZ_CP051858.1	1880741	1881163	+	423	372	544	248	630	476	521	608	821	563	410
HIS92_RS09615	NZ_CP051858.1	1881207	1882277	-	1071	0	4	49	17	4	9	5	36	52	9
HIS92_RS09620	NZ_CP051858.1	1882481	1884889	-	2409	2632	3314	2257	2951	3188	3605	2963	4183	3848	5353
HIS92_RS09625	NZ_CP051858.1	1885362	1886555	-	1194	44	47	85	74	38	61	45	124	156	117
HIS92_RS09630	NZ_CP051858.1	1886795	1888018	-	1224	75	67	72	94	101	82	89	119	184	111
HIS92_RS09635	NZ_CP051858.1	1888022	1888519	-	498	64	68	52	84	63	59	86	121	162	108
HIS92_RS09640	NZ_CP051858.1	1888554	1889120	-	567	81	81	43	100	97	67	92	145	170	104
HIS92_RS09645	NZ_CP051858.1	1889469	1891320	-	1852	319	425	365	578	869	845	909	1255	583	266
HIS92_RS09650	NZ_CP051858.1	1891337	1892098	-	762	109	159	89	105	190	185	152	240	142	51
HIS92_RS09655	NZ_CP051858.1	1892331	1893353	-	1023	51	37	52	60	42	42	61	82	65	19
HIS92_RS09660	NZ_CP051858.1	1893490	1893639	-	150	2	1	1	1	2	1	2	6	2	2
HIS92_RS09665	NZ_CP051858.1	1893655	1893918	-	264	2	3	4	1	1	2	2	12	8	3
HIS92_RS09670	NZ_CP051858.1	1894030	1894989	+	960	18	32	40	31	45	46	51	87	90	197
HIS92_RS09675	NZ_CP051858.1	1894986	1895558	+	573	50	43	44	45	63	50	59	113	102	182
HIS92_RS09680	NZ_CP051858.1	1895914	1896588	+	675	17	43	28	45	32	54	59	75	72	60
HIS92_RS09685	NZ_CP051858.1	1896708	1898009	+	1302	36	69	67	79	63	105	52	156	191	138
HIS92_RS09690	NZ_CP051858.1	1898047	1899111	-	1065	714	1240	759	1371	887	1154	1310	1614	1089	326
HIS92_RS09695	NZ_CP051858.1	1899152	1899955	-	804	29	68	79	94	57	78	80	155	98	30
HIS92_RS09700	NZ_CP051858.1	1900030	1900542	+	513	274	270	150	332	206	212	247	307	140	68
HIS92_RS09705	NZ_CP051858.1	1900686	1901219	+	534	5	6	7	8	7	12	12	15	3	2
HIS92_RS09710	NZ_CP051858.1	1901232	1902374	+	1143	7	10	15	15	6	8	3	12	17	7
HIS92_RS09715	NZ_CP051858.1	1902653	1903255	-	603	24	29	52	41	35	53	30	62	56	46
HIS92_RS09720	NZ_CP051858.1	1903252	1903761	-	510	23	42	47	37	47	48	46	72	36	46
HIS92_RS09725	NZ_CP051858.1	1903998	1904177	+	180	75	86	27	71	52	60	66	88	75	36
HIS92_RS09730	NZ_CP051858.1	1904184	1904363	+	180	18	28	11	23	20	18	18	33	27	14
HIS92_RS09735	NZ_CP051858.1	1904405	1905604	-	1200	712	777	507	781	1536	1358	1296	1781	1657	1833
HIS92_RS09740	NZ_CP051858.1	1906124	1907710	+	1587	208	284	187	345	600	580	673	642	611	445
HIS92_RS09745	NZ_CP051858.1	1908000	1908197	+	198	25	16	16	25	26	40	29	58	64	14
HIS92_RS09750	NZ_CP051858.1	1908463	1908846	-	384	11	13	24	12	31	21	22	44	68	42
HIS92_RS09755	NZ_CP051858.1	1909138	1909359	+	222	8	8	8	6	6	9	6	13	17	1
HIS92_RS09760	NZ_CP051858.1	1909388	1910293	-	906	7	6	25	8	7	9	9	28	35	14
HIS92_RS09765	NZ_CP051858.1	1910552	1910875	-	324	18	35	17	24	18	22	31	62	55	29
HIS92_RS09770	NZ_CP051858.1	1911041	1911217	+	177	2	5	4	1	5	5	9	7	3	2
HIS92_RS09775	NZ_CP051858.1	1911250	1912170	+	921	13	24	19	19	15	16	25	33	41	4
HIS92_RS09780	NZ_CP051858.1	1912553	1913569	-	1017	23	29	76	44	27	38	58	64	60	21
HIS92_RS09785	NZ_CP051858.1	1913679	1914404	-	726	2	3	14	6	1	5	1	13	17	6
HIS92_RS09790	NZ_CP051858.1	1914472	1915200	-	729	3	2	18	13	3	12	5	16	16	7
HIS92_RS09795	NZ_CP051858.1	1915237	1915554	-	318	0	4	5	0	1	1	2	9	7	0
HIS92_RS09800	NZ_CP051858.1	1915594	1918179	-	2586	9	17	68	22	7	14	7	40	61	13
HIS92_RS09805	NZ_CP051858.1	1918999	1920219	-	1221	207	249	138	302	227	279	346	383	404	233
HIS92_RS09810	NZ_CP051858.1	1920216	1921469	-	1254	113	172	110	203	189	198	204	306	239	122
HIS92_RS09815	NZ_CP051858.1	1921651	1923681	+	2031	9	17	27	10	12	7	9	30	37	21
HIS92_RS09820	NZ_CP051858.1	1923697	1924506	+	810	9	14	14	5	10	9	9	15	31	16
HIS92_RS09825	NZ_CP051858.1	1924720	1926786	-	2067	946	1372	698	1267	878	1216	1254	1538	991	432
HIS92_RS09830	NZ_CP051858.1	1927077	1928330	+	1254	565	684	567	792	1044	1086	1417	1866	3525	2721
HIS92_RS09835	NZ_CP051858.1	1928371	1928842	-	472	0	2	20	15	2	4	6	22	18	5
HIS92_RS09840	NZ_CP051858.1	1929149	1929379	-	231	2	3	15	12	4	8	8	14	21	4
HIS92_RS09845	NZ_CP051858.1	1929390	1929686	-	297	7	8	14	22	6	7	4	20	37	3
HIS92_RS09850	NZ_CP051858.1	1929807	1930814	+	1008	3	6	20	4	5	5	2	10	22	3
HIS92_RS09855	NZ_CP051858.1	1930826	1931590	+	765	12	17	14	9	4	8	5	30	27	7
HIS92_RS09860	NZ_CP051858.1	1931583	1932389	+	807	15	14	27	11	13	11	9	20	33	13
HIS92_RS09865	NZ_CP051858.1	1932424	1932651	-	228	3	11	28	10	2	8	4	22	21	2
HIS92_RS09870	NZ_CP051858.1	1932879	1933991	-	1113	55	83	43	44	30	55	44	76	115	46
HIS92_RS09875	NZ_CP051858.1	1934084	1934755	+	672	93	129	82	124	84	111	94	140	94	33
HIS92_RS09880	NZ_CP051858.1	1934841	1935377	-	537	31	58	63	39	27	40	42	68	69	29
HIS92_RS09885	NZ_CP051858.1	1935491	1935970	-	480	635	868	330	832	500	527	653	714	339	206
HIS92_RS09890	NZ_CP051858.1	1936055	1936372	-	318	1	1	7	1	2	3	4	5	11	4
HIS92_RS09895	NZ_CP051858.1	1936456	1936605	+	150	0	1	3	2	0	2	2	2	4	0
HIS92_RS09900	NZ_CP051858.1	1936607	1936837	+	231	6	9	2	9	6	8	6	14	10	5
HIS92_RS09905	NZ_CP051858.1	1936852	1937082	+	231	8	9	8	8	6	4	9	16	16	7
HIS92_RS09910	NZ_CP051858.1	1937425	1937655	+	231	7	11	6	6	8	7	7	13	15	5
HIS92_RS09915	NZ_CP051858.1	1937681	1937995	-	315	3	4	38	19	5	4	6	41	80	10
HIS92_RS09920	NZ_CP051858.1	1937997	1938692	-	696	4	5	25	21	2	10	4	19	47	6
HIS92_RS09925	NZ_CP051858.1	1938689	1939450	-	762	1	4	24	21	3	8	5	36	34	2
HIS92_RS09930	NZ_CP051858.1	1939580	1940053	-	474	672	395	483	3279	1529	214	899	1266	171	404
HIS92_RS09935	NZ_CP051858.1	1940182	1940418	+	237	77	93	61	135	100	87	102	139	77	30
HIS92_RS09940	NZ_CP051858.1	1940415	1940978	-	564	949	1485	1344	2024	1303	1457	1757	2112	1894	676
HIS92_RS09945	NZ_CP051858.1	1941203	1942552	+	1350	4533	6409	5503	7542	4937	7672	5510	5426	2096	523
HIS92_RS09950	NZ_CP051858.1	1942542	1943570	+	1029	3359	4662	4431	5628	2783	4778	3366	2967	1165	214
HIS92_RS09955	NZ_CP051858.1	1943737	1943952	-	216	15	20	19	11	16	12	15	26	46	8
HIS92_RS09960	NZ_CP051858.1	1944648	1945682	+	1035	88	101	119	124	192	165	243	331	375	150
HIS92_RS09965	NZ_CP051858.1	1945756	1946085	-	330	8	12	35	27	7	6	7	38	55	14
HIS92_RS09970	NZ_CP051858.1	1946327	1947199	+	873	934	1140	1211	1355	1352	1429	1576	2374	2126	1192
HIS92_RS09975	NZ_CP051858.1	1947298	1947516	-	219	3	11	32	15	5	10	17	24	57	7
HIS92_RS09980	NZ_CP051858.1	1947615	1948433	-	819	211	273	267	292	224	275	260	333	460	337
HIS92_RS09985	NZ_CP051858.1	1948446	1948952	-	507	45	103	71	87	51	64	67	104	128	104
HIS92_RS09990	NZ_CP051858.1	1948974	1949378	-	405	30	41	67	48	42	40	46	63	68	52
HIS92_RS09995	NZ_CP051858.1	1949459	1950124	-	666	593	1020	397	1154	807	945	1115	1190	1348	585
HIS92_RS10000	NZ_CP051858.1	1950527	1951105	+	579	124	123	122	200	162	197	248	387	94	26
HIS92_RS10005	NZ_CP051858.1	1951140	1951310	-	171	81	93	95	75	98	141	107	123	175	38
HIS92_RS10010	NZ_CP051858.1	1951324	1953312	-	1989	335	506	436	530	648	969	874	981	1142	405
HIS92_RS10015	NZ_CP051858.1	1953309	1953536	-	228	39	70	67	51	67	141	100	135	112	41
HIS92_RS10020	NZ_CP051858.1	1953918	1954589	+	672	219	257	191	199	165	280	233	347	283	156
HIS92_RS10025	NZ_CP051858.1	1954798	1956648	-	1851	77	78	70	80	61	109	93	114	161	43
HIS92_RS10030	NZ_CP051858.1	1956645	1957337	-	693	12	19	80	25	12	25	8	66	82	14
HIS92_RS10035	NZ_CP051858.1	1957377	1957997	-	621	2	7	33	13	3	10	4	34	32	8
HIS92_RS10040	NZ_CP051858.1	1958087	1958578	-	492	7	7	15	8	0	11	9	18	26	1
HIS92_RS10045	NZ_CP051858.1	1958757	1959089	-	333	2783	2984	3918	6565	4391	4138	6624	10684	4466	2082
HIS92_RS10050	NZ_CP051858.1	1959272	1959487	-	216	47	76	82	114	60	72	92	153	73	15
HIS92_RS10055	NZ_CP051858.1	1959649	1960176	+	528	841	1025	173	633	509	538	695	766	847	536
HIS92_RS10060	NZ_CP051858.1	1960260	1961162	+	903	319	357	207	208	265	301	223	372	451	521
HIS92_RS10065	NZ_CP051858.1	1961204	1961713	-	510	65	62	57	72	56	71	74	143	67	54
HIS92_RS10070	NZ_CP051858.1	1961944	1962927	+	984	112	162	67	131	83	138	120	181	100	74
HIS92_RS10075	NZ_CP051858.1	1962968	1963186	-	219	6	5	22	7	1	6	1	17	18	6
HIS92_RS10080	NZ_CP051858.1	1963483	1963800	-	318	3	6	16	9	4	2	5	14	17	5
HIS92_RS10085	NZ_CP051858.1	1964116	1964295	+	180	8	8	8	15	2	4	7	11	20	6
HIS92_RS10090	NZ_CP051858.1	1964707	1964898	-	192	5	3	23	8	0	4	10	24	17	8
HIS92_RS10095	NZ_CP051858.1	1965146	1967008	-	1863	46	57	101	78	67	79	91	174	175	69
HIS92_RS10100	NZ_CP051858.1	1967651	1968412	-	762	16	17	40	12	15	12	18	50	51	11
HIS92_RS10105	NZ_CP051858.1	1968596	1968961	-	366	3	7	20	5	5	2	1	21	23	5
HIS92_RS10110	NZ_CP051858.1	1969074	1970582	-	1509	3	12	40	17	3	10	7	30	41	17
HIS92_RS10115	NZ_CP051858.1	1970566	1971267	-	702	5	6	32	10	7	13	2	36	38	9
HIS92_RS10120	NZ_CP051858.1	1971296	1971910	-	615	3	7	8	7	2	7	6	23	33	11
HIS92_RS10125	NZ_CP051858.1	1971910	1972488	-	579	3	12	26	21	6	2	13	19	35	9
HIS92_RS10130	NZ_CP051858.1	1972631	1974580	-	1950	236	305	223	432	487	479	715	977	459	183
HIS92_RS10135	NZ_CP051858.1	1974567	1975337	-	771	54	60	66	129	102	132	116	193	106	56
HIS92_RS10140	NZ_CP051858.1	1975644	1976516	+	873	35	43	43	52	47	35	38	75	61	36
HIS92_RS10145	NZ_CP051858.1	1976582	1978156	-	1575	188	266	103	269	205	244	250	312	286	152
HIS92_RS10150	NZ_CP051858.1	1978146	1978862	-	717	14	27	63	38	18	22	29	74	79	16
HIS92_RS10155	NZ_CP051858.1	1979008	1979643	-	636	35	41	53	42	36	49	22	83	62	23
HIS92_RS10160	NZ_CP051858.1	1979640	1979912	-	273	6	9	13	7	0	3	7	17	17	5
HIS92_RS10165	NZ_CP051858.1	1980031	1980444	-	414	7	4	6	5	2	4	0	13	28	4
HIS92_RS10170	NZ_CP051858.1	1980706	1981401	+	696	91	135	125	208	156	197	197	270	244	180
HIS92_RS10175	NZ_CP051858.1	1981404	1982426	+	1023	158	172	206	308	217	259	329	411	478	386
HIS92_RS10180	NZ_CP051858.1	1982521	1984500	+	1980	118	139	96	167	136	157	186	289	254	330
HIS92_RS10185	NZ_CP051858.1	1984567	1986522	+	1956	58	74	60	91	86	112	85	167	218	267
HIS92_RS10190	NZ_CP051858.1	1986543	1987295	+	753	18	28	28	27	41	25	33	46	78	102
HIS92_RS10195	NZ_CP051858.1	1987292	1989265	+	1974	81	122	88	122	127	184	178	226	286	387
HIS92_RS10200	NZ_CP051858.1	1989316	1989507	-	192	1	0	3	3	2	0	3	2	5	2
HIS92_RS10205	NZ_CP051858.1	1989677	1991002	-	1326	10	18	54	24	12	17	11	28	54	7
HIS92_RS10210	NZ_CP051858.1	1991117	1991842	-	726	36	59	44	73	67	104	92	141	101	53
HIS92_RS10215	NZ_CP051858.1	1991842	1992858	-	1017	24	43	45	34	28	48	26	44	60	43
HIS92_RS10220	NZ_CP051858.1	1992851	1993606	-	756	19	10	34	24	18	25	15	35	45	26
HIS92_RS10225	NZ_CP051858.1	1993608	1994711	-	1104	12	15	78	31	17	23	7	39	66	24
HIS92_RS10230	NZ_CP051858.1	1994689	1995789	-	1101	11	10	50	35	10	25	8	49	71	20
HIS92_RS10235	NZ_CP051858.1	1996150	1997010	-	861	11	26	34	9	10	26	23	25	47	10
HIS92_RS10240	NZ_CP051858.1	1997093	1998199	-	1107	24	38	72	40	22	37	41	64	122	47
HIS92_RS10245	NZ_CP051858.1	1998192	1998890	-	699	5	5	47	11	3	13	6	47	51	9
HIS92_RS10250	NZ_CP051858.1	1999090	2000196	-	1107	9	16	43	35	12	25	8	53	95	43
HIS92_RS10255	NZ_CP051858.1	2000196	2001641	-	1446	11	14	75	29	12	34	22	81	78	61
HIS92_RS10260	NZ_CP051858.1	2001960	2002778	-	819	3479	5073	2698	5266	4059	4841	4990	6205	4950	5018
HIS92_RS10265	NZ_CP051858.1	2002847	2003659	-	813	52	70	48	50	37	70	30	94	160	174
HIS92_RS10270	NZ_CP051858.1	2003656	2005410	-	1755	194	287	219	252	280	285	215	358	394	443
HIS92_RS10275	NZ_CP051858.1	2005407	2006801	-	1395	304	352	264	393	301	464	374	555	334	174
HIS92_RS10280	NZ_CP051858.1	2006996	2007949	+	954	135	156	122	170	298	311	337	489	464	337
HIS92_RS10285	NZ_CP051858.1	2008214	2008945	+	732	26	37	29	48	46	56	73	116	101	79
HIS92_RS10290	NZ_CP051858.1	2008990	2009190	-	201	112842	93282	121753	117215	89680	91068	105131	131665	73138	33651
HIS92_RS10295	NZ_CP051858.1	2009513	2010295	+	783	49	60	101	70	48	80	67	91	77	68
HIS92_RS10300	NZ_CP051858.1	2010510	2010647	+	138	5302	3953	11643	6454	6191	8241	8043	9868	9739	2139
HIS92_RS10305	NZ_CP051858.1	2010911	2011681	-	771	30	63	51	60	27	39	31	59	78	26
HIS92_RS10310	NZ_CP051858.1	2011822	2012544	+	723	5	4	5	1	4	1	5	4	17	5
HIS92_RS10315	NZ_CP051858.1	2012859	2015267	-	2409	126	227	182	226	98	109	101	156	293	149
HIS92_RS10320	NZ_CP051858.1	2015286	2016716	-	1431	58	106	81	76	39	47	37	88	126	70
HIS92_RS10325	NZ_CP051858.1	2016829	2017863	-	1035	35	57	76	66	29	35	50	66	109	29
HIS92_RS10330	NZ_CP051858.1	2017882	2019012	-	1131	30	67	99	67	15	37	15	100	136	49
HIS92_RS10335	NZ_CP051858.1	2018960	2020897	-	1938	87	148	107	133	68	97	95	140	254	97
HIS92_RS10340	NZ_CP051858.1	2021368	2021490	+	123	1	2	2	1	0	1	0	5	3	1
HIS92_RS10345	NZ_CP051858.1	2021481	2021834	+	354	7	4	18	5	3	6	4	14	15	3
HIS92_RS10350	NZ_CP051858.1	2022009	2022953	-	945	45421	88774	26303	86797	58054	69295	73606	82833	43819	23167
HIS92_RS10355	NZ_CP051858.1	2023418	2024017	-	600	19	36	45	28	20	23	25	31	69	9
HIS92_RS10360	NZ_CP051858.1	2024339	2025562	+	1224	78	106	103	109	65	97	70	91	96	59
HIS92_RS10365	NZ_CP051858.1	2025709	2025780	-	72	0	1	3	0	0	0	0	1	1	2
HIS92_RS10370	NZ_CP051858.1	2025786	2025876	-	91	96	140	105	232	282	227	238	451	241	100
HIS92_RS10375	NZ_CP051858.1	2025884	2025958	-	75	91	169	124	251	227	209	317	449	630	459
HIS92_RS10380	NZ_CP051858.1	2025966	2026042	-	77	413	278	465	451	356	354	411	692	633	722
HIS92_RS10385	NZ_CP051858.1	2026053	2026123	-	71	87	111	155	186	186	197	203	364	454	408
HIS92_RS10390	NZ_CP051858.1	2026137	2026212	-	76	657	195	911	268	224	243	322	562	641	453
HIS92_RS10395	NZ_CP051858.1	2026223	2026298	-	76	496	482	786	697	655	676	878	1523	1913	1576
HIS92_RS10400	NZ_CP051858.1	2026313	2026388	-	76	377	286	691	437	402	386	465	794	1038	1022
HIS92_RS10405	NZ_CP051858.1	2026398	2026473	-	76	93	172	190	350	294	245	239	590	586	904
HIS92_RS10410	NZ_CP051858.1	2026477	2026553	-	77	283	221	416	271	255	238	312	493	615	658
HIS92_RS10415	NZ_CP051858.1	2026582	2026674	-	93	51	124	58	140	164	156	155	267	371	474
HIS92_RS10420	NZ_CP051858.1	2026692	2026768	-	77	103	198	110	253	320	266	297	525	479	906
HIS92_RS10425	NZ_CP051858.1	2026773	2026849	-	77	225	164	356	159	245	220	229	307	417	757
HIS92_RS10430	NZ_CP051858.1	2026870	2026942	-	73	79	115	93	125	155	112	143	288	293	483
HIS92_RS10435	NZ_CP051858.1	2026958	2027031	-	74	18	14	14	16	28	32	44	38	47	78
HIS92_RS10440	NZ_CP051858.1	2027042	2027115	-	74	25	37	20	57	55	44	57	98	100	159
HIS92_RS10445	NZ_CP051858.1	2027119	2027207	-	89	143	129	198	198	201	191	230	398	362	501
HIS92_RS10450	NZ_CP051858.1	2027224	2027298	-	75	37	39	41	58	82	75	38	114	117	210
HIS92_RS10455	NZ_CP051858.1	2027328	2027408	-	81	54	53	44	57	87	63	86	108	155	178
HIS92_RS10460	NZ_CP051858.1	2027431	2027506	-	76	78	72	77	89	107	68	104	138	239	209
HIS92_RS10465	NZ_CP051858.1	2027517	2027592	-	76	10	15	14	19	17	24	14	26	34	66
HIS92_RS10470	NZ_CP051858.1	2027597	2027672	-	76	0	1	3	1	0	0	1	0	0	0
HIS92_RS10475	NZ_CP051858.1	2027677	2027792	-	116	0	1	3	1	0	1	1	0	5	1
HIS92_RS10480	NZ_CP051858.1	2027894	2030815	-	2922	3200	2509	4924	2146	2228	2587	2322	3105	7245	3341
HIS92_RS10485	NZ_CP051858.1	2030962	2032513	-	1552	665	626	1036	560	530	651	525	845	1473	1100
HIS92_RS10490	NZ_CP051858.1	2032919	2033599	+	681	60	79	56	83	35	54	73	113	71	41
HIS92_RS10495	NZ_CP051858.1	2033692	2034687	+	996	4	6	9	9	6	12	5	9	21	9
