Geneid	Chr	Start	End	Strand	Length	pDG7_M-t0-3	pDG7-t0-3	pDG_M-t0-3	pDG-t0-3
HIS92_RS07820	NZ_CP051858.1	1535198	1535593	-	396	37	48	157	38
HIS92_RS07825	NZ_CP051858.1	1535560	1536378	-	819	121	144	592	147
HIS92_RS07830	NZ_CP051858.1	1536365	1537393	-	1029	113	110	551	103
HIS92_RS07835	NZ_CP051858.1	1537399	1538346	-	948	232	286	980	205
HIS92_RS07840	NZ_CP051858.1	1538504	1538731	-	228	0	0	0	1
HIS92_RS07845	NZ_CP051858.1	1538858	1541461	-	2604	444	981	39	984
HIS92_RS07850	NZ_CP051858.1	1541724	1542857	-	1134	4292	752	611	345
HIS92_RS07855	NZ_CP051858.1	1542861	1543784	-	924	2927	900	381	379
HIS92_RS07860	NZ_CP051858.1	1543867	1544562	-	696	4831	2906	1153	2376
HIS92_RS07865	NZ_CP051858.1	1544577	1545215	-	639	1453	1254	429	833
HIS92_RS07870	NZ_CP051858.1	1545352	1545567	+	216	9	4	5	8
HIS92_RS07875	NZ_CP051858.1	1545603	1546259	-	657	1495	1768	483	1977
HIS92_RS07880	NZ_CP051858.1	1546376	1548130	-	1755	0	6	1	3
HIS92_RS07885	NZ_CP051858.1	1548219	1548899	-	681	39	59	13	50
HIS92_RS07890	NZ_CP051858.1	1549056	1549532	-	477	4619	5786	1908	5524
HIS92_RS07895	NZ_CP051858.1	1549811	1550449	-	639	783	1015	336	929
HIS92_RS07900	NZ_CP051858.1	1550467	1551747	-	1281	1314	1778	451	1594
HIS92_RS07905	NZ_CP051858.1	1551766	1552695	-	930	467	692	166	580
HIS92_RS07910	NZ_CP051858.1	1552703	1553344	-	642	278	400	92	387
HIS92_RS07915	NZ_CP051858.1	1553548	1554618	-	1071	959	1612	271	1367
HIS92_RS07920	NZ_CP051858.1	1554842	1555120	-	279	4578	4412	2147	4127
HIS92_RS07925	NZ_CP051858.1	1555133	1555546	-	414	2358	3420	1050	3190
HIS92_RS07930	NZ_CP051858.1	1555550	1555816	-	267	299	1715	561	1664
HIS92_RS07935	NZ_CP051858.1	1555893	1558535	-	2643	3403	5081	1656	4891
HIS92_RS07940	NZ_CP051858.1	1559037	1559381	+	345	15	23	8	19
HIS92_RS07945	NZ_CP051858.1	1559426	1560493	-	1068	18	23	125	35
HIS92_RS07950	NZ_CP051858.1	1560670	1560882	+	213	2	0	3	4
HIS92_RS07955	NZ_CP051858.1	1560929	1561057	-	129	0	0	0	0
HIS92_RS07960	NZ_CP051858.1	1561076	1561264	-	189	86	59	20	66
HIS92_RS07965	NZ_CP051858.1	1561392	1563728	-	2337	680	709	276	620
HIS92_RS07970	NZ_CP051858.1	1563824	1564483	-	660	307	311	126	274
HIS92_RS07975	NZ_CP051858.1	1564593	1565708	-	1116	3242	3121	1174	2591
HIS92_RS07980	NZ_CP051858.1	1565725	1566870	-	1146	1441	2015	678	1861
HIS92_RS07985	NZ_CP051858.1	1566906	1567322	-	417	582	816	171	675
HIS92_RS07990	NZ_CP051858.1	1567616	1568902	+	1287	306	311	118	286
HIS92_RS07995	NZ_CP051858.1	1568940	1569581	+	642	231	161	81	167
HIS92_RS08000	NZ_CP051858.1	1569955	1570722	-	768	1481	1107	144	632
HIS92_RS08005	NZ_CP051858.1	1571232	1573007	-	1776	3681	4845	1607	4488
HIS92_RS08010	NZ_CP051858.1	1573020	1574291	-	1272	1910	2699	759	2748
HIS92_RS08015	NZ_CP051858.1	1574646	1574822	-	177	29	23	14	24
HIS92_RS08020	NZ_CP051858.1	1574905	1575237	-	333	19	37	5	31
HIS92_RS08025	NZ_CP051858.1	1575353	1575793	-	441	943	904	273	827
HIS92_RS08030	NZ_CP051858.1	1575810	1577993	-	2184	4209	5291	1943	5391
HIS92_RS08035	NZ_CP051858.1	1578204	1578716	-	513	4343	3149	716	3185
HIS92_RS08040	NZ_CP051858.1	1578764	1581103	-	2340	1670	2056	551	1892
HIS92_RS08045	NZ_CP051858.1	1581205	1582098	-	894	184	152	39	103
HIS92_RS08050	NZ_CP051858.1	1582255	1584519	-	2265	5623	9952	1912	8249
HIS92_RS08055	NZ_CP051858.1	1584789	1585073	-	285	241	556	109	511
HIS92_RS08060	NZ_CP051858.1	1585259	1586818	+	1560	3	4	7	1
HIS92_RS08065	NZ_CP051858.1	1586899	1587546	-	648	17	18	11	27
HIS92_RS08070	NZ_CP051858.1	1587650	1588033	+	384	1	1	9	7
HIS92_RS08075	NZ_CP051858.1	1588070	1588330	-	261	3496	3727	1098	3564
HIS92_RS08080	NZ_CP051858.1	1588358	1589497	-	1140	2474	2288	1330	2194
HIS92_RS08085	NZ_CP051858.1	1589510	1590562	-	1053	1581	1377	708	1479
HIS92_RS08090	NZ_CP051858.1	1590582	1590782	-	201	82	146	69	163
HIS92_RS08095	NZ_CP051858.1	1590779	1591780	-	1002	1186	1059	562	1154
HIS92_RS08100	NZ_CP051858.1	1591786	1592403	-	618	678	757	373	975
HIS92_RS08105	NZ_CP051858.1	1592592	1593536	+	945	6248	2600	2780	2491
HIS92_RS08110	NZ_CP051858.1	1593548	1594078	-	531	24	6	12	12
HIS92_RS08115	NZ_CP051858.1	1594560	1594940	+	381	25	56	7	46
HIS92_RS08120	NZ_CP051858.1	1594974	1595621	-	648	2	3	2	0
HIS92_RS08125	NZ_CP051858.1	1595800	1597878	-	2079	1	3	7	6
HIS92_RS08130	NZ_CP051858.1	1598105	1599211	-	1107	14	16	4	22
HIS92_RS08135	NZ_CP051858.1	1599242	1600075	-	834	4	2	1	2
HIS92_RS08140	NZ_CP051858.1	1600095	1601624	-	1530	2	5	3	3
HIS92_RS08145	NZ_CP051858.1	1601777	1602919	+	1143	3	91	31	98
HIS92_RS08150	NZ_CP051858.1	1602919	1603461	+	543	368	533	184	524
HIS92_RS08155	NZ_CP051858.1	1603543	1604190	+	648	539	753	299	711
HIS92_RS08160	NZ_CP051858.1	1604382	1604852	+	471	21	7	15	18
HIS92_RS08165	NZ_CP051858.1	1605030	1605881	-	852	224	409	143	535
HIS92_RS08170	NZ_CP051858.1	1605978	1607888	-	1911	80	112	56	109
HIS92_RS08175	NZ_CP051858.1	1607938	1609860	-	1923	134	247	108	199
HIS92_RS08180	NZ_CP051858.1	1609835	1610611	-	777	28	94	22	71
HIS92_RS08185	NZ_CP051858.1	1610705	1611787	-	1083	19	82	13	101
HIS92_RS08190	NZ_CP051858.1	1611777	1612484	-	708	12	42	8	44
HIS92_RS08195	NZ_CP051858.1	1612673	1613959	-	1287	6280	6391	2261	5623
HIS92_RS08200	NZ_CP051858.1	1613964	1614506	-	543	1759	2321	818	2147
HIS92_RS08205	NZ_CP051858.1	1614570	1614860	-	291	28977	28388	8645	24549
HIS92_RS08210	NZ_CP051858.1	1614864	1615208	-	345	31271	39113	12957	35934
HIS92_RS08215	NZ_CP051858.1	1615220	1615528	-	309	18337	39522	11825	35193
HIS92_RS08220	NZ_CP051858.1	1615694	1617085	-	1392	100	202	50	205
HIS92_RS08225	NZ_CP051858.1	1617153	1618013	-	861	20	38	17	27
HIS92_RS08230	NZ_CP051858.1	1618006	1618752	-	747	20	12	8	12
HIS92_RS08235	NZ_CP051858.1	1618886	1619683	-	798	2919	3699	862	3162
HIS92_RS08240	NZ_CP051858.1	1619686	1620372	-	687	1756	3035	647	2493
HIS92_RS08245	NZ_CP051858.1	1620408	1620953	-	546	647	1091	250	938
HIS92_RS08250	NZ_CP051858.1	1620968	1621819	-	852	3817	6176	1380	5458
HIS92_RS08255	NZ_CP051858.1	1621861	1622880	-	1020	2647	4184	897	4193
HIS92_RS08260	NZ_CP051858.1	1623038	1623715	-	678	32	19	9	30
HIS92_RS08265	NZ_CP051858.1	1623762	1624337	-	576	615	650	205	621
HIS92_RS08270	NZ_CP051858.1	1624570	1625520	-	951	4	3	1	0
HIS92_RS08275	NZ_CP051858.1	1625685	1626986	-	1302	322	384	120	346
HIS92_RS08280	NZ_CP051858.1	1627080	1629725	-	2646	4700	6948	1604	6336
HIS92_RS08285	NZ_CP051858.1	1630209	1631234	-	1026	26	23	18	18
HIS92_RS08290	NZ_CP051858.1	1631269	1632270	-	1002	4	2	1	2
HIS92_RS08295	NZ_CP051858.1	1632351	1633637	-	1287	2872	3208	1472	3705
HIS92_RS08300	NZ_CP051858.1	1633637	1634626	-	990	1211	1591	718	1794
HIS92_RS08305	NZ_CP051858.1	1634647	1635399	-	753	465	642	195	887
HIS92_RS08310	NZ_CP051858.1	1635402	1636331	-	930	684	994	377	1475
HIS92_RS08315	NZ_CP051858.1	1636347	1637180	-	834	300	572	178	772
HIS92_RS08320	NZ_CP051858.1	1637198	1638532	-	1335	799	1457	394	2002
HIS92_RS08325	NZ_CP051858.1	1638949	1639401	+	453	1253	1541	1739	1617
HIS92_RS08330	NZ_CP051858.1	1639404	1639820	+	417	1186	1033	1085	1027
HIS92_RS08335	NZ_CP051858.1	1639855	1640451	-	597	1860	1569	766	1606
HIS92_RS08340	NZ_CP051858.1	1640448	1642778	-	2331	5642	5658	2481	5582
HIS92_RS08345	NZ_CP051858.1	1642961	1644631	-	1671	156	120	55	85
HIS92_RS08350	NZ_CP051858.1	1644738	1645997	-	1260	26292	29245	12458	25870
HIS92_RS08355	NZ_CP051858.1	1646261	1647538	-	1278	41999	52040	16974	49904
HIS92_RS08360	NZ_CP051858.1	1647848	1648846	-	999	1601	2524	572	2456
HIS92_RS08365	NZ_CP051858.1	1649044	1649292	-	249	130	129	105	90
HIS92_RS08370	NZ_CP051858.1	1649812	1650426	+	615	361	530	122	540
HIS92_RS08375	NZ_CP051858.1	1650544	1651700	+	1157	137	17	24	18
HIS92_RS08380	NZ_CP051858.1	1651801	1652001	-	201	141	88	50	96
HIS92_RS08385	NZ_CP051858.1	1652548	1652621	-	74	0	4	0	3
HIS92_RS08390	NZ_CP051858.1	1652623	1652696	-	74	0	2	0	0
HIS92_RS08395	NZ_CP051858.1	1652805	1653308	-	504	595	745	178	703
HIS92_RS08400	NZ_CP051858.1	1653322	1653930	-	609	635	1149	286	951
HIS92_RS08405	NZ_CP051858.1	1653942	1654679	-	738	969	1528	444	1339
HIS92_RS08410	NZ_CP051858.1	1654811	1655860	-	1050	58	49	13	41
HIS92_RS08415	NZ_CP051858.1	1656095	1656904	-	810	516	513	111	584
HIS92_RS08420	NZ_CP051858.1	1657118	1658443	-	1326	21	12	7	27
HIS92_RS08425	NZ_CP051858.1	1658957	1659640	+	684	68	51	69	56
HIS92_RS08430	NZ_CP051858.1	1659689	1660327	-	639	102	159	45	169
HIS92_RS08435	NZ_CP051858.1	1660485	1661099	-	615	6	5	1	4
HIS92_RS08440	NZ_CP051858.1	1661249	1661473	-	225	26	9	7	3
HIS92_RS08445	NZ_CP051858.1	1661639	1662934	-	1296	44	32	22	26
HIS92_RS08450	NZ_CP051858.1	1663033	1664274	-	1242	17	15	6	16
HIS92_RS08455	NZ_CP051858.1	1664458	1664643	+	186	0	1	0	0
HIS92_RS08460	NZ_CP051858.1	1664705	1665277	-	573	67	73	35	105
HIS92_RS08465	NZ_CP051858.1	1665378	1666343	+	966	236	117	104	131
HIS92_RS08470	NZ_CP051858.1	1666487	1667152	+	666	711	485	242	467
HIS92_RS08475	NZ_CP051858.1	1667213	1667644	-	432	877	947	399	896
HIS92_RS08480	NZ_CP051858.1	1667763	1668989	-	1227	1301	2464	450	1804
HIS92_RS08485	NZ_CP051858.1	1668992	1669876	-	885	742	1623	273	1291
HIS92_RS08490	NZ_CP051858.1	1670220	1671047	+	828	16589	19094	2314	16542
HIS92_RS08495	NZ_CP051858.1	1671072	1671860	-	789	1992	3355	403	2788
HIS92_RS08500	NZ_CP051858.1	1671850	1672644	-	795	861	1916	224	1726
HIS92_RS08505	NZ_CP051858.1	1672910	1673689	+	780	601	768	312	826
HIS92_RS08510	NZ_CP051858.1	1673726	1674172	-	447	9	33	24	18
HIS92_RS08515	NZ_CP051858.1	1674263	1675024	-	762	1731	3037	1692	2730
HIS92_RS08520	NZ_CP051858.1	1675017	1676810	-	1794	1773	3483	1864	3096
HIS92_RS08525	NZ_CP051858.1	1676824	1677450	-	627	65	200	110	204
HIS92_RS08530	NZ_CP051858.1	1677750	1678199	+	450	778	983	302	980
HIS92_RS08535	NZ_CP051858.1	1678315	1680099	-	1785	905	419	684	694
HIS92_RS08540	NZ_CP051858.1	1680249	1680563	-	315	3240	3107	1530	2848
HIS92_RS08545	NZ_CP051858.1	1680775	1681752	-	978	74	112	193	113
HIS92_RS08550	NZ_CP051858.1	1681789	1682562	-	774	67	109	203	94
HIS92_RS08555	NZ_CP051858.1	1682641	1683417	-	777	258	375	331	322
HIS92_RS08560	NZ_CP051858.1	1683429	1684061	-	633	235	525	441	602
HIS92_RS08565	NZ_CP051858.1	1684123	1685808	-	1686	30	68	51	68
HIS92_RS08570	NZ_CP051858.1	1686147	1686896	-	750	0	1	2	1
HIS92_RS08575	NZ_CP051858.1	1687348	1688322	+	975	122	172	237	175
HIS92_RS08580	NZ_CP051858.1	1688330	1690366	+	2037	52	71	74	95
HIS92_RS08585	NZ_CP051858.1	1690567	1691466	-	900	17	45	10	51
HIS92_RS08590	NZ_CP051858.1	1691620	1692123	+	504	17	26	9	17
HIS92_RS08595	NZ_CP051858.1	1692187	1692879	-	693	17	29	17	32
HIS92_RS08600	NZ_CP051858.1	1693009	1693713	-	705	7	18	3	11
HIS92_RS08605	NZ_CP051858.1	1693748	1693909	-	162	1	1	0	3
HIS92_RS08610	NZ_CP051858.1	1693902	1694825	-	924	3	14	2	18
HIS92_RS08615	NZ_CP051858.1	1694951	1695886	-	936	57	147	22	153
HIS92_RS08620	NZ_CP051858.1	1695888	1696580	-	693	31	114	17	77
HIS92_RS08625	NZ_CP051858.1	1696751	1696924	+	174	16	714	109	731
HIS92_RS08630	NZ_CP051858.1	1696925	1697119	+	195	106	51	8	45
HIS92_RS08635	NZ_CP051858.1	1697159	1698358	-	1200	302	455	185	416
HIS92_RS08640	NZ_CP051858.1	1698653	1698976	+	324	637	508	670	709
HIS92_RS08645	NZ_CP051858.1	1699049	1699813	-	765	202	280	426	331
HIS92_RS08650	NZ_CP051858.1	1699846	1700616	-	771	106	245	384	303
HIS92_RS08655	NZ_CP051858.1	1700606	1701589	-	984	112	196	320	246
HIS92_RS08660	NZ_CP051858.1	1701617	1702498	-	882	89	138	239	200
HIS92_RS08665	NZ_CP051858.1	1702568	1705690	-	3123	591	776	901	1152
HIS92_RS08670	NZ_CP051858.1	1705715	1706173	-	459	70	99	96	110
HIS92_RS08675	NZ_CP051858.1	1706197	1706910	-	714	91	159	192	190
HIS92_RS08680	NZ_CP051858.1	1707399	1708724	-	1326	303	461	173	423
HIS92_RS08685	NZ_CP051858.1	1709204	1709893	-	690	60	68	36	68
HIS92_RS08690	NZ_CP051858.1	1710089	1712449	-	2361	1157	1560	527	1349
HIS92_RS08695	NZ_CP051858.1	1712469	1714187	-	1719	550	862	260	809
HIS92_RS08700	NZ_CP051858.1	1714243	1714782	-	540	444	526	142	502
HIS92_RS08705	NZ_CP051858.1	1714784	1715053	-	270	70	233	81	214
HIS92_RS08710	NZ_CP051858.1	1715178	1716113	+	936	301	389	157	368
HIS92_RS08715	NZ_CP051858.1	1716358	1716609	+	252	5	19	4	24
HIS92_RS08720	NZ_CP051858.1	1716650	1716784	-	135	4	3	0	0
HIS92_RS08725	NZ_CP051858.1	1716878	1718269	-	1392	4425	6045	1758	6432
HIS92_RS08730	NZ_CP051858.1	1718727	1721147	-	2421	5411	6038	2359	5799
HIS92_RS08735	NZ_CP051858.1	1721166	1722200	-	1035	2609	3166	1088	3103
HIS92_RS08740	NZ_CP051858.1	1722522	1723319	-	798	637	998	365	1032
HIS92_RS08745	NZ_CP051858.1	1723402	1723611	+	210	1	1	3	0
HIS92_RS08750	NZ_CP051858.1	1723789	1724346	+	558	521	456	520	601
HIS92_RS08755	NZ_CP051858.1	1724486	1725202	+	717	367	530	102	489
HIS92_RS08760	NZ_CP051858.1	1725390	1725761	+	372	22	38	18	47
HIS92_RS08765	NZ_CP051858.1	1725799	1727598	-	1800	440	257	157	234
HIS92_RS08770	NZ_CP051858.1	1727611	1728264	-	654	173	112	53	119
HIS92_RS08775	NZ_CP051858.1	1728561	1729178	+	618	256	147	294	186
HIS92_RS08780	NZ_CP051858.1	1729215	1730303	-	1089	1482	1667	552	1641
HIS92_RS08785	NZ_CP051858.1	1730374	1730865	-	492	639	739	226	842
HIS92_RS08790	NZ_CP051858.1	1731298	1731654	-	357	21419	16928	3759	14894
HIS92_RS08795	NZ_CP051858.1	1731692	1731892	-	201	11701	19867	4781	17429
HIS92_RS08800	NZ_CP051858.1	1731914	1732417	-	504	19195	32935	8214	30377
HIS92_RS08805	NZ_CP051858.1	1732811	1734748	-	1938	11194	12029	4539	12092
HIS92_RS08810	NZ_CP051858.1	1735056	1735937	-	882	6	6	7	13
HIS92_RS08815	NZ_CP051858.1	1736172	1736369	+	198	11	8	3	13
HIS92_RS08820	NZ_CP051858.1	1736401	1737339	-	939	392	412	130	354
HIS92_RS08825	NZ_CP051858.1	1737373	1738782	-	1410	307	430	103	370
HIS92_RS08830	NZ_CP051858.1	1738935	1739396	-	462	323	582	111	631
HIS92_RS08835	NZ_CP051858.1	1739680	1740063	-	384	3763	4692	1014	4422
HIS92_RS08840	NZ_CP051858.1	1740451	1741479	-	1029	3472	4551	909	4208
HIS92_RS08845	NZ_CP051858.1	1741589	1742191	-	603	145	156	67	167
HIS92_RS08850	NZ_CP051858.1	1742243	1742875	-	633	694	621	260	616
HIS92_RS08855	NZ_CP051858.1	1742948	1743778	-	831	836	964	414	878
HIS92_RS08860	NZ_CP051858.1	1743791	1746424	-	2634	2279	3371	1222	3020
HIS92_RS08865	NZ_CP051858.1	1746710	1748473	-	1764	960	1173	474	1021
HIS92_RS08870	NZ_CP051858.1	1748466	1749185	-	720	434	709	243	680
HIS92_RS08875	NZ_CP051858.1	1749554	1749733	-	180	0	2	5	1
HIS92_RS08880	NZ_CP051858.1	1750012	1750485	-	474	54	88	67	76
HIS92_RS08885	NZ_CP051858.1	1750701	1751639	-	939	954	1405	701	1223
HIS92_RS08890	NZ_CP051858.1	1751659	1752951	-	1293	949	1775	873	1704
HIS92_RS08895	NZ_CP051858.1	1753112	1754260	-	1149	396	804	333	797
HIS92_RS08900	NZ_CP051858.1	1754648	1755109	-	462	45	66	23	54
HIS92_RS08905	NZ_CP051858.1	1755607	1756725	+	1119	534	849	329	688
HIS92_RS08910	NZ_CP051858.1	1757315	1757704	-	390	164	122	90	135
HIS92_RS08915	NZ_CP051858.1	1757900	1759657	-	1758	19099	17757	8408	17710
HIS92_RS08920	NZ_CP051858.1	1759711	1760670	-	960	11289	11925	4920	12502
HIS92_RS08925	NZ_CP051858.1	1760799	1761773	-	975	3170	3023	1190	2613
HIS92_RS08930	NZ_CP051858.1	1761761	1762630	-	870	3160	3213	1191	2774
HIS92_RS08935	NZ_CP051858.1	1762816	1763460	-	645	5775	6822	2094	5971
HIS92_RS08940	NZ_CP051858.1	1763475	1764683	-	1209	11496	13299	4094	12326
HIS92_RS08945	NZ_CP051858.1	1764817	1768143	-	3327	1066	1586	612	1669
HIS92_RS08950	NZ_CP051858.1	1768261	1768599	+	339	0	0	2	1
HIS92_RS08955	NZ_CP051858.1	1768596	1769099	+	504	4	6	2	3
HIS92_RS08960	NZ_CP051858.1	1769151	1770221	-	1071	1167	1256	656	1309
HIS92_RS08965	NZ_CP051858.1	1770243	1770548	+	306	19	23	13	31
HIS92_RS08970	NZ_CP051858.1	1770557	1770820	-	264	4	27	9	22
HIS92_RS08975	NZ_CP051858.1	1771031	1772344	-	1314	1126	2610	451	2071
HIS92_RS08980	NZ_CP051858.1	1772589	1772750	+	162	7	20	5	13
HIS92_RS08985	NZ_CP051858.1	1772791	1773474	-	684	297	457	136	359
HIS92_RS08990	NZ_CP051858.1	1773624	1774721	+	1098	1808	1890	1101	1862
HIS92_RS08995	NZ_CP051858.1	1774752	1775108	-	357	5	5	9	0
HIS92_RS09000	NZ_CP051858.1	1775129	1775503	-	375	2	2	5	6
HIS92_RS09005	NZ_CP051858.1	1775695	1776522	+	828	11	27	8	18
HIS92_RS09010	NZ_CP051858.1	1776536	1776742	-	207	11	5	0	2
HIS92_RS09015	NZ_CP051858.1	1776806	1776943	-	138	1	7	2	10
HIS92_RS09020	NZ_CP051858.1	1777225	1777569	-	345	9	4	8	29
HIS92_RS09025	NZ_CP051858.1	1777572	1778360	-	789	9	12	3	8
HIS92_RS09030	NZ_CP051858.1	1778357	1778689	-	333	1	2	1	6
HIS92_RS09035	NZ_CP051858.1	1778734	1779156	-	423	0	2	0	1
HIS92_RS09040	NZ_CP051858.1	1779404	1780537	-	1134	4950	6032	2370	3951
HIS92_RS09045	NZ_CP051858.1	1780751	1781542	-	792	614	576	1013	688
HIS92_RS09050	NZ_CP051858.1	1781690	1782148	+	459	223	774	93	693
HIS92_RS09055	NZ_CP051858.1	1782190	1782888	-	699	21	42	15	28
HIS92_RS09060	NZ_CP051858.1	1783133	1783312	+	180	4	6	4	9
HIS92_RS09065	NZ_CP051858.1	1783357	1783710	-	354	32	43	33	62
HIS92_RS09070	NZ_CP051858.1	1783809	1785197	-	1389	116	45	32	43
HIS92_RS09075	NZ_CP051858.1	1785194	1786399	-	1206	65	42	13	24
HIS92_RS09080	NZ_CP051858.1	1786566	1786883	+	318	41	76	33	79
HIS92_RS09085	NZ_CP051858.1	1786912	1787106	-	195	2	11	4	6
HIS92_RS09090	NZ_CP051858.1	1787957	1788619	+	663	4800	5685	1806	5342
HIS92_RS09095	NZ_CP051858.1	1788651	1789484	-	834	169	311	149	316
HIS92_RS09100	NZ_CP051858.1	1789622	1790257	+	636	0	0	3	1
HIS92_RS09105	NZ_CP051858.1	1790329	1790763	+	435	3	5	1	7
HIS92_RS09110	NZ_CP051858.1	1790787	1791980	-	1194	19734	29780	3979	26698
HIS92_RS09115	NZ_CP051858.1	1792280	1793266	-	987	1264	1422	393	1373
HIS92_RS09120	NZ_CP051858.1	1793466	1793966	-	501	4894	5928	1593	5118
HIS92_RS09125	NZ_CP051858.1	1794101	1794496	-	396	4	4	1	4
HIS92_RS09130	NZ_CP051858.1	1794509	1795147	-	639	4	2	5	8
HIS92_RS09135	NZ_CP051858.1	1795353	1796156	+	804	96	220	73	201
HIS92_RS09140	NZ_CP051858.1	1796274	1797842	-	1569	424	201	350	169
HIS92_RS09145	NZ_CP051858.1	1797912	1798343	-	432	15476	1300	17916	3525
HIS92_RS09150	NZ_CP051858.1	1798446	1800032	-	1587	93	120	86	92
HIS92_RS09155	NZ_CP051858.1	1800206	1800403	-	198	620	285	133	252
HIS92_RS09160	NZ_CP051858.1	1800484	1801698	-	1215	2155	2447	1036	2109
HIS92_RS09165	NZ_CP051858.1	1801705	1802847	-	1143	1423	1716	617	1539
HIS92_RS09170	NZ_CP051858.1	1803081	1804793	-	1713	2751	5201	991	5058
HIS92_RS09175	NZ_CP051858.1	1805004	1805843	-	840	36	33	11	24
HIS92_RS09180	NZ_CP051858.1	1805968	1806912	+	945	10	17	6	4
HIS92_RS09185	NZ_CP051858.1	1806924	1807562	-	639	4	12	10	19
HIS92_RS09190	NZ_CP051858.1	1807710	1808189	+	480	699	599	1016	549
HIS92_RS09195	NZ_CP051858.1	1808252	1809427	-	1176	10	13	6	11
HIS92_RS09200	NZ_CP051858.1	1809826	1810428	+	603	67671	78038	24451	72176
HIS92_RS09205	NZ_CP051858.1	1810641	1811789	+	1149	8	21	8	12
HIS92_RS09210	NZ_CP051858.1	1811877	1812005	-	129	10	32	5	26
HIS92_RS09215	NZ_CP051858.1	1812134	1813390	-	1257	4739	6078	1840	6052
HIS92_RS09220	NZ_CP051858.1	1813865	1814422	-	558	163	258	51	213
HIS92_RS09225	NZ_CP051858.1	1814508	1816226	-	1719	51	63	31	64
HIS92_RS09230	NZ_CP051858.1	1816403	1817035	+	633	98	170	83	236
HIS92_RS09235	NZ_CP051858.1	1817053	1817697	+	645	91	148	53	150
HIS92_RS09240	NZ_CP051858.1	1817694	1818860	+	1167	49	63	29	50
HIS92_RS09245	NZ_CP051858.1	1818982	1819857	+	876	3	7	3	2
HIS92_RS09250	NZ_CP051858.1	1819924	1820211	-	288	0	33	8	19
HIS92_RS09255	NZ_CP051858.1	1820332	1821021	-	690	32	49	30	59
HIS92_RS09260	NZ_CP051858.1	1821023	1822477	-	1455	61	113	55	84
HIS92_RS09265	NZ_CP051858.1	1822627	1823307	+	681	7	1	5	19
HIS92_RS09270	NZ_CP051858.1	1823387	1824313	+	927	260	310	138	295
HIS92_RS09275	NZ_CP051858.1	1824442	1824840	+	399	1192	1814	278	1618
HIS92_RS09280	NZ_CP051858.1	1824889	1825161	-	273	19	33	8	29
HIS92_RS09285	NZ_CP051858.1	1825394	1825606	+	213	1	2	3	2
HIS92_RS09290	NZ_CP051858.1	1825688	1825924	+	237	5	91	44	85
HIS92_RS09295	NZ_CP051858.1	1825926	1826288	+	363	58	151	38	95
HIS92_RS09300	NZ_CP051858.1	1826323	1827321	-	999	2309	3395	1005	3314
HIS92_RS09305	NZ_CP051858.1	1827804	1828073	-	270	14	17	6	8
HIS92_RS09310	NZ_CP051858.1	1828195	1828374	-	180	15	7	11	5
HIS92_RS09315	NZ_CP051858.1	1828378	1828500	-	123	1	1	0	3
HIS92_RS09320	NZ_CP051858.1	1828667	1829689	-	1023	1421	2557	282	2133
HIS92_RS09325	NZ_CP051858.1	1829808	1830134	-	327	565	491	141	449
HIS92_RS09330	NZ_CP051858.1	1830134	1830646	-	513	655	1060	285	1084
HIS92_RS09335	NZ_CP051858.1	1830834	1831949	+	1116	1449	1909	891	1928
HIS92_RS09340	NZ_CP051858.1	1831986	1832390	-	405	9	21	13	25
HIS92_RS09345	NZ_CP051858.1	1832455	1832958	-	504	17	15	17	27
HIS92_RS09350	NZ_CP051858.1	1832955	1833503	-	549	4	3	4	4
HIS92_RS09355	NZ_CP051858.1	1833560	1834465	-	906	1	2	1	1
HIS92_RS09360	NZ_CP051858.1	1834455	1834868	-	414	3	1	0	0
HIS92_RS09365	NZ_CP051858.1	1835039	1836349	-	1311	7822	9101	2268	8911
HIS92_RS09370	NZ_CP051858.1	1836602	1837720	-	1119	801	1200	260	1036
HIS92_RS09375	NZ_CP051858.1	1837782	1841639	-	3858	1965	3077	743	3074
HIS92_RS09380	NZ_CP051858.1	1841794	1842747	-	954	10	34	29	28
HIS92_RS09385	NZ_CP051858.1	1842788	1843132	-	345	4	15	4	6
HIS92_RS09390	NZ_CP051858.1	1843357	1843971	-	615	3471	3551	1254	3471
HIS92_RS09395	NZ_CP051858.1	1843968	1844780	-	813	1537	1761	812	1702
HIS92_RS09400	NZ_CP051858.1	1844859	1845173	-	315	915	1216	537	1211
HIS92_RS09405	NZ_CP051858.1	1845256	1845765	-	510	42	69	22	43
HIS92_RS09410	NZ_CP051858.1	1846036	1847109	-	1074	1392	2288	788	2093
HIS92_RS09415	NZ_CP051858.1	1847258	1847569	+	312	994	1145	359	1102
HIS92_RS09420	NZ_CP051858.1	1847728	1848582	-	855	5	10	2	7
HIS92_RS09425	NZ_CP051858.1	1848652	1849305	-	654	1012	965	346	969
HIS92_RS09430	NZ_CP051858.1	1849535	1849813	+	279	4	8	0	2
HIS92_RS09435	NZ_CP051858.1	1849817	1850614	-	798	983	1687	455	1973
HIS92_RS09440	NZ_CP051858.1	1850842	1852983	-	2142	118	186	76	154
HIS92_RS09445	NZ_CP051858.1	1853195	1853740	-	546	28	30	9	30
HIS92_RS09450	NZ_CP051858.1	1853860	1855266	-	1407	866	1169	393	1149
HIS92_RS09455	NZ_CP051858.1	1855624	1855845	+	222	1006	3128	498	2693
