Geneid	Chr	Start	End	Strand	Length	G-t0-1	G-t0-2	G-t5-1	G-t5-2	G-t10-1	G-t10-2	G-t20-1	G-t20-2	G-t30-1	G-t30-2	G_M-t5-1	G_M-t5-2	G_M-t10-1	G_M-t10-2	G_M-t20-1	G_M-t20-2	G_M-t30-1	G_M-t30-2
HIS92_RS06685	NZ_CP051858.1	1334285	1335403	-	1119	1549	3922	2827	3148	3623	3934	4241	2461	2049	2626	2320	2210	3998	2175	3331	3074	2841	2762
HIS92_RS06690	NZ_CP051858.1	1335531	1336076	-	546	53	81	41	88	62	106	62	56	57	55	29	67	56	72	57	95	28	71
HIS92_RS06695	NZ_CP051858.1	1336266	1336358	+	93	0	1	4	1	3	3	0	1	3	2	2	2	0	1	0	4	1	1
HIS92_RS06700	NZ_CP051858.1	1336431	1336670	-	240	0	0	0	1	1	1	2	1	0	0	0	1	2	0	1	0	0	0
HIS92_RS06705	NZ_CP051858.1	1336737	1337297	-	561	118	96	136	111	108	104	120	146	136	111	81	116	91	126	85	152	101	131
HIS92_RS06710	NZ_CP051858.1	1337314	1338282	-	969	41	67	96	76	86	66	92	87	113	74	84	100	95	109	100	99	76	69
HIS92_RS06715	NZ_CP051858.1	1338383	1339105	-	723	119	257	59	105	59	89	69	51	90	61	57	181	62	75	42	93	43	108
HIS92_RS06720	NZ_CP051858.1	1339098	1339757	-	660	91	179	39	85	42	47	57	58	53	38	37	124	41	68	42	57	26	80
HIS92_RS06725	NZ_CP051858.1	1339794	1340573	-	780	129	261	81	91	60	100	55	82	87	61	54	176	71	103	25	102	56	117
HIS92_RS06730	NZ_CP051858.1	1340826	1341239	-	414	352	459	467	410	451	459	450	341	383	311	303	298	452	313	491	459	462	384
HIS92_RS06735	NZ_CP051858.1	1341384	1341791	-	408	444	374	278	270	267	311	325	266	400	268	248	252	284	269	201	512	251	385
HIS92_RS06740	NZ_CP051858.1	1341913	1342404	-	492	12	26	26	30	34	42	41	20	15	24	29	49	24	24	26	43	29	32
HIS92_RS06745	NZ_CP051858.1	1342448	1343152	-	705	4	8	1	1	7	2	4	5	1	2	2	6	1	6	2	6	3	8
HIS92_RS06750	NZ_CP051858.1	1343260	1344438	-	1179	914	1281	1252	1400	1268	1229	1480	1351	1354	1118	1110	1379	1386	1336	1181	1668	997	1374
HIS92_RS06755	NZ_CP051858.1	1344780	1346075	-	1296	1145	1728	2488	1509	3366	1858	3562	1390	1204	1327	1726	839	3321	775	2834	1583	1851	1054
HIS92_RS06760	NZ_CP051858.1	1346091	1347074	-	984	477	762	1078	662	1351	895	1441	634	490	573	767	365	1514	347	1053	597	807	385
HIS92_RS06765	NZ_CP051858.1	1347088	1348089	-	1002	697	1197	1708	1046	2420	1403	2615	968	638	859	1160	516	2496	529	1886	894	1156	576
HIS92_RS06770	NZ_CP051858.1	1348117	1349538	-	1422	1082	2294	2758	1982	3908	2538	4369	1557	1201	1588	1956	905	4358	986	3274	1451	1958	950
HIS92_RS06775	NZ_CP051858.1	1349543	1350646	-	1104	748	1276	1643	1027	2077	1211	2188	822	589	824	956	476	2183	537	1605	764	1038	434
HIS92_RS06780	NZ_CP051858.1	1350734	1351834	-	1101	1220	2048	2066	1710	3037	2078	3452	1356	1144	1323	1739	836	3187	872	2682	1296	1520	874
HIS92_RS06785	NZ_CP051858.1	1351869	1352768	-	900	1231	1321	1476	1003	1789	1259	2142	934	1141	887	1146	689	1916	674	1412	1011	1016	610
HIS92_RS06790	NZ_CP051858.1	1352964	1355036	-	2073	36	24	47	23	31	48	53	30	28	31	28	49	45	33	38	42	36	44
HIS92_RS06795	NZ_CP051858.1	1355173	1355406	+	234	2	1	1	3	1	1	1	2	0	1	2	0	0	1	4	0	0	3
HIS92_RS06800	NZ_CP051858.1	1355456	1356184	-	729	131	171	183	136	173	160	183	126	125	139	130	144	184	107	136	192	123	125
HIS92_RS06805	NZ_CP051858.1	1356235	1356381	+	147	5	2	1	5	7	6	5	1	1	0	2	1	5	0	0	4	1	1
HIS92_RS06810	NZ_CP051858.1	1356595	1357158	-	564	21	16	24	30	14	15	23	32	27	11	17	23	33	16	16	31	25	23
HIS92_RS06815	NZ_CP051858.1	1357412	1357507	-	96	97	78	83	51	49	45	63	47	131	38	57	34	36	46	54	85	58	66
HIS92_RS06820	NZ_CP051858.1	1357679	1358401	-	723	121	153	130	139	178	145	208	149	197	127	132	128	177	120	186	171	98	106
HIS92_RS06825	NZ_CP051858.1	1358558	1359919	-	1362	76	97	105	84	84	86	117	117	103	90	84	81	95	72	93	103	61	65
HIS92_RS06830	NZ_CP051858.1	1360018	1360698	-	681	1	1	2	2	0	2	0	2	0	0	1	0	1	0	0	0	1	0
HIS92_RS06835	NZ_CP051858.1	1361068	1361886	+	819	69	35	96	49	113	38	151	71	103	44	97	50	97	49	127	50	64	31
HIS92_RS06840	NZ_CP051858.1	1361945	1363101	-	1157	9	10	14	11	11	13	12	17	7	8	11	12	18	7	9	10	12	10
HIS92_RS06845	NZ_CP051858.1	1363210	1364130	-	921	0	4	1	0	1	0	0	0	4	0	1	0	0	0	1	0	2	3
HIS92_RS06850	NZ_CP051858.1	1365196	1365771	+	576	32	28	61	27	47	34	43	34	34	45	28	22	35	13	57	45	27	33
HIS92_RS06855	NZ_CP051858.1	1366083	1366355	-	273	0	1	2	0	1	1	3	0	0	0	0	1	0	0	0	1	0	0
HIS92_RS06860	NZ_CP051858.1	1366368	1366997	-	630	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1
HIS92_RS06865	NZ_CP051858.1	1367012	1367389	-	378	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HIS92_RS06870	NZ_CP051858.1	1367382	1367657	-	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIS92_RS06875	NZ_CP051858.1	1368911	1369729	-	819	5	1	10	2	1	3	6	2	3	1	5	5	5	7	6	2	4	1
HIS92_RS06880	NZ_CP051858.1	1370828	1371799	-	972	6	5	8	5	10	3	3	3	6	10	7	5	7	4	3	11	4	17
HIS92_RS06885	NZ_CP051858.1	1371965	1372759	-	795	352	658	611	648	724	655	906	537	449	522	496	415	712	423	678	592	426	515
HIS92_RS06890	NZ_CP051858.1	1373049	1374347	-	1299	13	42	52	41	51	39	68	37	28	39	31	49	37	31	60	63	60	54
HIS92_RS06895	NZ_CP051858.1	1374466	1376205	-	1740	308	474	580	491	704	566	761	464	352	464	404	342	716	496	790	593	523	445
HIS92_RS06900	NZ_CP051858.1	1376470	1376919	-	450	961	965	707	954	989	961	1097	719	1051	695	810	650	919	652	851	912	745	676
HIS92_RS06905	NZ_CP051858.1	1377062	1377901	-	840	886	1500	1587	1090	1822	1382	2120	954	876	1101	992	961	1853	874	1370	1216	1242	943
HIS92_RS06910	NZ_CP051858.1	1377905	1379797	-	1893	2156	3768	4085	3320	4990	4053	5596	3124	2848	3207	2882	2679	5257	2444	4377	3342	3420	2596
HIS92_RS06915	NZ_CP051858.1	1380099	1380989	-	891	539	866	1108	670	1281	1092	1338	624	543	737	546	597	1201	618	869	806	828	578
HIS92_RS06920	NZ_CP051858.1	1380989	1381219	-	231	83	192	234	141	226	209	266	154	111	182	137	133	252	82	175	182	158	93
HIS92_RS06925	NZ_CP051858.1	1381209	1382567	-	1359	1295	2378	2333	1970	2990	2526	3136	1889	1574	1842	1655	1634	2989	1387	2370	2148	1848	1521
HIS92_RS06930	NZ_CP051858.1	1382594	1383454	-	861	1412	2432	2349	1952	2929	2437	3182	1811	1735	1805	1850	1644	2892	1466	2265	2085	1862	1633
HIS92_RS06935	NZ_CP051858.1	1383478	1383870	-	393	331	436	664	447	673	508	862	431	454	524	489	361	697	395	605	481	460	373
HIS92_RS06940	NZ_CP051858.1	1384217	1384609	-	393	4182	4357	3637	2927	3993	3545	4558	2757	4112	2726	2972	2259	3904	2374	2729	3690	2970	3164
HIS92_RS06945	NZ_CP051858.1	1384632	1385984	-	1353	13976	14638	12459	9256	13929	12109	14683	9183	12405	9862	9394	7808	14124	8416	9589	11304	9230	10390
HIS92_RS06950	NZ_CP051858.1	1386001	1386489	-	489	1893	2710	2472	2094	2734	2486	3297	2250	2379	2430	1817	1734	2737	1751	1930	1754	1715	1735
HIS92_RS06955	NZ_CP051858.1	1386959	1387153	+	195	2	0	0	0	1	0	2	0	1	1	0	2	1	1	1	0	0	0
HIS92_RS06960	NZ_CP051858.1	1387266	1387910	-	645	8	5	14	8	6	7	14	11	19	21	12	21	5	3	11	23	12	23
HIS92_RS06965	NZ_CP051858.1	1387926	1388588	-	663	4	9	8	11	6	4	13	2	9	6	5	4	8	5	7	9	3	6
HIS92_RS06970	NZ_CP051858.1	1388578	1389210	-	633	7	11	1	7	7	10	10	8	4	3	4	11	3	8	6	9	10	5
HIS92_RS06975	NZ_CP051858.1	1389223	1390395	-	1173	1	6	7	3	3	4	4	4	4	2	4	5	7	2	0	6	6	4
HIS92_RS06980	NZ_CP051858.1	1390406	1390741	-	336	2	3	1	1	1	0	3	1	0	2	0	6	2	0	1	1	0	1
HIS92_RS06985	NZ_CP051858.1	1390813	1391016	-	204	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0
HIS92_RS06990	NZ_CP051858.1	1391031	1391546	-	516	1	0	1	0	0	1	2	0	2	0	5	0	0	0	0	0	1	0
HIS92_RS06995	NZ_CP051858.1	1391540	1392466	-	927	5	3	4	2	3	0	2	2	2	1	2	1	3	3	4	5	2	2
HIS92_RS07000	NZ_CP051858.1	1392494	1392775	-	282	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0
HIS92_RS07005	NZ_CP051858.1	1392967	1393545	+	579	3	8	10	9	9	16	16	12	5	6	2	4	6	3	3	4	4	5
HIS92_RS07010	NZ_CP051858.1	1393526	1393846	+	321	1	3	0	1	1	0	3	3	3	2	1	0	2	1	0	0	1	0
HIS92_RS07015	NZ_CP051858.1	1393883	1394440	-	558	1834	2812	2894	2806	3653	3130	4147	2124	1861	2378	2122	1768	3689	1685	3437	2473	2227	2201
HIS92_RS07020	NZ_CP051858.1	1394462	1395523	-	1062	2555	3855	4120	3542	5179	4148	5937	3111	2731	3293	3156	2426	5457	2431	4318	3464	3243	2976
HIS92_RS07025	NZ_CP051858.1	1395528	1395968	-	441	50	61	86	87	106	105	103	73	55	70	55	57	130	84	84	83	69	55
HIS92_RS07030	NZ_CP051858.1	1396020	1396508	-	489	0	0	1	6	2	1	0	0	0	1	1	0	0	4	2	1	1	1
HIS92_RS07035	NZ_CP051858.1	1396753	1397673	+	921	947	817	813	770	678	620	690	846	1044	706	677	854	652	791	511	1129	528	907
HIS92_RS07040	NZ_CP051858.1	1397753	1398154	+	402	388	353	293	385	314	348	345	355	386	339	251	362	291	289	291	460	210	339
HIS92_RS07045	NZ_CP051858.1	1398151	1398813	-	663	480	518	483	436	536	545	550	475	574	450	371	506	578	434	494	556	417	492
HIS92_RS07050	NZ_CP051858.1	1398868	1399296	-	429	463	671	635	481	762	602	871	516	595	569	480	559	887	514	642	680	519	516
HIS92_RS07055	NZ_CP051858.1	1399441	1400466	-	1026	5	4	2	2	3	2	8	1	3	1	2	1	4	5	1	1	0	0
HIS92_RS07060	NZ_CP051858.1	1400623	1400940	+	318	16	16	12	7	15	8	11	9	23	13	8	19	10	10	11	13	6	5
HIS92_RS07065	NZ_CP051858.1	1400946	1401617	+	672	31	26	25	23	36	22	50	18	26	27	22	9	42	20	31	23	14	15
HIS92_RS07070	NZ_CP051858.1	1401818	1402660	+	843	1044	1325	1830	1521	2246	1795	2505	1576	1246	1669	1351	1312	2320	1191	2238	1779	1561	1801
HIS92_RS07075	NZ_CP051858.1	1402689	1403525	-	837	603	676	565	706	793	704	872	505	640	495	494	460	763	456	886	868	860	781
HIS92_RS07080	NZ_CP051858.1	1403696	1404079	+	384	463	592	624	855	633	616	648	763	775	691	573	544	618	587	668	902	461	848
HIS92_RS07085	NZ_CP051858.1	1404120	1404656	-	537	0	2	4	9	0	1	5	8	0	1	0	6	4	2	2	4	2	3
HIS92_RS07090	NZ_CP051858.1	1405047	1406024	+	978	104	173	127	170	191	172	195	146	119	110	110	145	188	129	212	226	221	251
HIS92_RS07095	NZ_CP051858.1	1406121	1406702	+	582	11513	17403	13928	12363	14638	14917	14502	16070	13040	14828	10204	19150	15870	16309	10848	21079	10784	21219
HIS92_RS07100	NZ_CP051858.1	1406774	1407106	+	333	6061	9004	7380	6387	7390	7865	7385	8710	6658	7594	5492	9717	8051	8838	5562	12015	5582	11382
HIS92_RS07105	NZ_CP051858.1	1407108	1407422	+	315	8662	13212	11207	8717	11050	11770	10683	12097	9630	11106	7548	16603	11969	13460	7878	17411	7701	16766
HIS92_RS07110	NZ_CP051858.1	1407438	1407695	+	258	1933	2760	2273	2774	2518	2554	2734	2954	2574	2505	2157	2791	2812	2491	2398	3814	2090	4054
HIS92_RS07115	NZ_CP051858.1	1407712	1407900	-	189	2	5	5	5	9	4	4	1	1	8	4	8	6	6	4	7	4	3
HIS92_RS07120	NZ_CP051858.1	1408190	1408381	-	192	30	17	35	31	26	35	33	22	51	31	24	25	32	19	33	33	33	26
HIS92_RS07125	NZ_CP051858.1	1408452	1408655	-	204	14	4	2	4	13	7	10	5	8	4	10	8	9	7	3	9	8	1
HIS92_RS07130	NZ_CP051858.1	1408947	1410422	-	1476	87	167	183	154	262	214	364	139	139	124	139	78	259	98	226	114	190	66
HIS92_RS07135	NZ_CP051858.1	1410419	1411762	-	1344	82	113	176	156	218	166	258	106	134	93	123	69	195	87	175	79	115	40
HIS92_RS07140	NZ_CP051858.1	1411783	1412883	-	1101	66	94	167	132	178	174	212	90	116	94	87	95	204	70	134	70	131	45
HIS92_RS07145	NZ_CP051858.1	1413273	1414955	+	1683	0	1	3	1	3	1	1	2	0	2	3	2	2	1	9	0	3	1
HIS92_RS07150	NZ_CP051858.1	1414942	1415739	+	798	3	3	3	1	2	0	0	0	2	2	0	0	0	5	0	0	2	1
HIS92_RS07155	NZ_CP051858.1	1416004	1416231	-	228	63	4	33	45	32	26	35	28	41	25	28	19	22	9	22	27	11	9
HIS92_RS07160	NZ_CP051858.1	1416305	1416421	+	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIS92_RS07165	NZ_CP051858.1	1416563	1417195	+	633	43	49	43	54	30	39	49	47	49	40	30	54	34	36	39	51	19	51
HIS92_RS07170	NZ_CP051858.1	1417261	1417461	-	201	10	11	9	8	8	10	16	12	16	10	17	8	11	10	11	8	10	7
HIS92_RS07175	NZ_CP051858.1	1417500	1417997	-	498	57	38	45	45	64	51	57	35	56	29	38	48	47	41	40	56	52	22
HIS92_RS07180	NZ_CP051858.1	1418113	1418763	-	651	210	96	119	86	103	81	97	80	206	72	105	62	129	92	68	127	91	77
HIS92_RS07185	NZ_CP051858.1	1418938	1419309	-	372	3	3	6	4	8	3	9	3	13	2	1	6	6	1	5	6	0	5
HIS92_RS07190	NZ_CP051858.1	1419306	1419776	-	471	1	1	3	1	3	3	0	0	5	2	0	6	0	3	1	0	3	1
HIS92_RS07195	NZ_CP051858.1	1419746	1420048	-	303	0	2	1	0	3	1	4	0	2	1	2	0	2	0	1	0	0	0
HIS92_RS07200	NZ_CP051858.1	1420041	1420496	-	456	4	8	6	6	4	5	8	6	9	5	3	3	6	4	5	17	6	7
HIS92_RS07205	NZ_CP051858.1	1420493	1420792	-	300	0	0	3	0	1	1	0	0	0	3	1	0	0	0	5	4	5	1
HIS92_RS07210	NZ_CP051858.1	1420804	1421835	-	1032	6	6	7	6	8	9	8	5	5	3	10	1	12	4	9	11	2	7
HIS92_RS07215	NZ_CP051858.1	1421828	1422871	-	1044	5	3	9	1	5	3	7	1	2	3	1	5	3	5	4	3	3	4
HIS92_RS07220	NZ_CP051858.1	1423077	1423772	+	696	75	172	89	224	147	177	127	113	98	67	93	153	174	97	118	108	56	36
HIS92_RS07225	NZ_CP051858.1	1423899	1424141	+	243	0	2	3	14	4	12	2	9	4	2	3	5	1	3	7	6	7	4
HIS92_RS07230	NZ_CP051858.1	1424249	1425643	+	1395	2115	1161	418	4838	58	882	49	41	7169	61	391	5780	81	1175	40	37	4403	52
HIS92_RS07235	NZ_CP051858.1	1425723	1426115	-	393	8	6	7	0	6	1	6	2	5	5	5	6	5	7	4	8	7	5
HIS92_RS07240	NZ_CP051858.1	1426203	1426418	-	216	2	1	5	2	1	1	1	0	1	4	6	1	0	6	2	4	0	0
HIS92_RS07245	NZ_CP051858.1	1426672	1426983	+	312	90	56	64	65	57	52	63	40	92	32	60	31	54	41	54	43	30	48
HIS92_RS07250	NZ_CP051858.1	1427018	1427506	-	489	243	295	286	185	253	248	295	214	265	188	210	150	263	181	205	321	190	223
HIS92_RS07255	NZ_CP051858.1	1427585	1427959	-	375	65	110	80	66	96	97	156	82	49	68	43	64	106	61	85	71	66	61
HIS92_RS07260	NZ_CP051858.1	1428055	1428315	-	261	44	48	46	46	60	47	85	50	59	41	34	46	46	52	67	66	40	46
HIS92_RS07265	NZ_CP051858.1	1428510	1429568	-	1059	233	246	212	164	215	207	188	159	194	140	173	187	197	167	127	279	143	180
HIS92_RS07270	NZ_CP051858.1	1429587	1432985	-	3399	12	13	26	24	24	25	21	21	10	20	18	20	24	15	10	11	10	20
HIS92_RS07275	NZ_CP051858.1	1432985	1434817	-	1833	2	3	1	1	3	0	3	0	0	2	0	4	2	0	1	0	2	2
HIS92_RS07280	NZ_CP051858.1	1435406	1436518	+	1113	1	2	0	0	0	0	4	1	0	0	0	1	0	4	1	3	0	2
HIS92_RS07285	NZ_CP051858.1	1436515	1437678	+	1164	0	0	4	2	2	3	1	2	5	3	4	5	3	1	0	0	1	1
HIS92_RS07290	NZ_CP051858.1	1437845	1438357	+	513	18	29	15	31	28	33	40	16	27	24	24	13	39	18	40	27	8	16
HIS92_RS07295	NZ_CP051858.1	1438791	1439081	+	291	2770	1061	1246	1026	802	760	1040	1205	3429	1106	1874	892	819	1064	723	2911	1212	2266
HIS92_RS07300	NZ_CP051858.1	1439225	1440337	-	1113	490	1058	783	765	933	1031	940	671	594	697	516	703	886	658	645	966	734	817
HIS92_RS07305	NZ_CP051858.1	1440347	1440976	-	630	115	255	208	201	265	232	313	183	129	210	146	169	246	176	232	221	188	152
HIS92_RS07310	NZ_CP051858.1	1441146	1441319	+	174	8	9	11	14	9	7	10	6	7	7	8	11	4	0	7	4	6	11
HIS92_RS07315	NZ_CP051858.1	1441400	1442383	-	984	671	858	1117	673	1240	959	1388	755	716	722	695	676	1305	680	945	888	786	660
HIS92_RS07320	NZ_CP051858.1	1442403	1442603	-	201	90	107	112	119	157	146	235	118	111	127	134	71	201	114	183	117	88	69
HIS92_RS07325	NZ_CP051858.1	1442707	1443285	-	579	201	192	215	124	192	116	217	132	197	144	157	118	225	125	189	161	138	106
HIS92_RS07330	NZ_CP051858.1	1443389	1443538	-	150	568	212	570	265	410	272	325	217	533	235	349	126	303	181	253	360	292	268
HIS92_RS07335	NZ_CP051858.1	1443608	1445962	-	2355	19	6	30	13	33	13	61	20	18	29	19	20	34	23	28	17	34	17
HIS92_RS07340	NZ_CP051858.1	1446303	1446959	-	657	7	15	3	8	24	7	13	11	13	4	10	9	5	13	4	11	9	6
HIS92_RS07345	NZ_CP051858.1	1447246	1448061	-	816	14	13	19	15	25	17	17	11	19	17	18	13	14	14	17	13	20	8
HIS92_RS07350	NZ_CP051858.1	1448090	1448956	-	867	17	11	24	9	24	18	23	21	19	15	25	19	14	19	12	24	15	28
HIS92_RS07355	NZ_CP051858.1	1448958	1449908	-	951	30	15	37	21	38	21	15	19	15	13	24	19	25	25	20	26	14	32
HIS92_RS07360	NZ_CP051858.1	1449936	1450853	-	918	37	24	35	31	26	19	30	43	25	18	21	20	23	29	14	34	27	20
HIS92_RS07365	NZ_CP051858.1	1451185	1453311	-	2127	3385	5479	4406	4638	4171	4900	4832	5599	4730	4761	3187	6211	4255	5320	3382	6756	3121	6008
HIS92_RS07370	NZ_CP051858.1	1453421	1454698	-	1278	24	46	18	51	37	34	48	25	35	26	24	32	33	35	31	37	32	38
HIS92_RS07375	NZ_CP051858.1	1454815	1455426	-	612	2917	5182	3845	4542	4761	4885	5228	3487	3916	3195	3814	3065	5105	2837	4962	4647	5143	4624
HIS92_RS07380	NZ_CP051858.1	1455648	1455721	-	74	38	46	44	65	70	42	74	36	61	55	51	21	57	31	64	46	49	38
HIS92_RS07385	NZ_CP051858.1	1455964	1456722	+	759	529	739	546	828	621	689	651	846	791	814	541	763	634	678	528	1227	418	931
HIS92_RS07390	NZ_CP051858.1	1456788	1457153	+	366	6	6	8	11	11	6	14	12	5	11	5	7	6	3	7	8	7	8
HIS92_RS07395	NZ_CP051858.1	1457318	1458421	+	1104	1441	2062	1838	2341	2512	2488	2872	1894	1785	1835	1538	1641	2533	1386	2644	2263	1856	1781
HIS92_RS07400	NZ_CP051858.1	1458501	1458914	-	414	286	410	340	241	320	271	300	286	358	276	232	281	334	315	260	397	252	385
HIS92_RS07405	NZ_CP051858.1	1458928	1459761	-	834	302	541	345	348	390	366	465	382	354	371	304	308	407	379	377	544	332	424
HIS92_RS07410	NZ_CP051858.1	1459761	1460531	-	771	430	586	458	399	505	422	559	340	460	410	382	342	453	333	443	525	420	433
HIS92_RS07415	NZ_CP051858.1	1460711	1461589	-	879	427	572	448	381	391	419	449	457	517	408	352	513	436	499	300	596	343	580
HIS92_RS07420	NZ_CP051858.1	1461739	1461993	+	255	0	1	2	2	2	0	0	0	0	0	0	1	2	2	0	0	3	2
HIS92_RS07425	NZ_CP051858.1	1462012	1462908	-	897	432	507	572	501	668	578	832	479	393	451	381	374	688	355	603	551	429	374
HIS92_RS07430	NZ_CP051858.1	1463077	1464387	-	1311	1546	2174	2468	1813	3076	2237	3421	1717	1667	1998	1772	1373	3236	1431	2657	1941	1950	1688
HIS92_RS07435	NZ_CP051858.1	1464569	1465288	+	720	0	1	1	0	1	0	0	0	2	1	1	0	0	0	1	1	0	1
HIS92_RS07440	NZ_CP051858.1	1465378	1466328	+	951	418	846	742	1055	945	859	1215	751	536	714	566	568	1030	535	1103	770	580	549
HIS92_RS07445	NZ_CP051858.1	1466369	1467490	-	1122	171	174	251	150	223	238	307	125	126	172	151	106	251	135	187	149	135	127
HIS92_RS07450	NZ_CP051858.1	1467487	1468194	-	708	191	244	337	144	350	291	366	204	134	210	175	185	353	194	195	210	188	137
HIS92_RS07455	NZ_CP051858.1	1468360	1468716	-	357	50	28	26	24	18	14	29	25	36	27	26	23	18	14	20	47	18	49
HIS92_RS07460	NZ_CP051858.1	1469103	1470230	-	1128	4308	7165	5381	5837	7648	6807	8239	5062	4681	5124	4608	4687	7728	4368	6954	6186	5213	5952
HIS92_RS07465	NZ_CP051858.1	1470290	1472086	-	1797	3076	6284	4596	4703	5824	5962	6162	4577	3603	4359	3320	4245	5758	3716	4644	4935	4131	4294
HIS92_RS07470	NZ_CP051858.1	1472168	1472311	-	144	165	246	238	292	300	246	326	269	261	261	251	156	279	189	325	283	203	238
HIS92_RS07475	NZ_CP051858.1	1472947	1473759	-	813	541	1013	922	755	1151	882	1259	648	549	670	608	589	1086	581	913	852	797	617
HIS92_RS07480	NZ_CP051858.1	1473789	1474421	-	633	398	721	694	506	735	662	901	478	367	496	425	386	848	365	640	528	574	470
HIS92_RS07485	NZ_CP051858.1	1474529	1475275	-	747	420	624	530	540	687	570	816	457	457	407	430	372	725	323	780	590	542	578
HIS92_RS07490	NZ_CP051858.1	1475309	1475452	-	144	378	555	428	357	510	474	620	345	405	338	366	304	557	320	498	506	444	425
HIS92_RS07495	NZ_CP051858.1	1475629	1476534	-	906	1714	1748	1614	1584	1876	1460	2144	1253	1850	1265	1300	1136	1843	1023	2040	1903	1614	1665
HIS92_RS07500	NZ_CP051858.1	1476527	1476925	-	399	134	179	161	172	189	174	288	158	214	158	195	99	230	123	197	177	179	176
HIS92_RS07505	NZ_CP051858.1	1477025	1477378	-	354	59	95	48	56	83	96	93	75	67	53	51	60	91	44	65	77	51	75
HIS92_RS07510	NZ_CP051858.1	1477375	1477845	-	471	312	362	369	219	308	330	314	303	318	275	191	391	270	307	202	403	198	268
HIS92_RS07515	NZ_CP051858.1	1477842	1479986	-	2145	748	1623	1207	1625	1478	1631	1643	1432	1224	1347	1016	1715	1447	1431	1148	1657	950	1402
HIS92_RS07520	NZ_CP051858.1	1480181	1481140	-	960	274	557	407	523	505	514	628	471	349	458	337	486	478	378	467	495	303	383
HIS92_RS07525	NZ_CP051858.1	1481144	1482343	-	1200	19	13	6	5	6	12	10	11	6	16	10	11	7	9	8	8	12	12
HIS92_RS07530	NZ_CP051858.1	1482491	1482784	-	294	8	2	3	4	4	1	4	2	2	3	4	10	2	3	2	4	0	7
HIS92_RS07535	NZ_CP051858.1	1483200	1483830	+	631	2	1	1	1	1	0	1	2	2	1	5	2	1	2	2	3	3	1
HIS92_RS07540	NZ_CP051858.1	1483967	1484410	-	444	56314	32754	37305	19929	31291	20735	29817	22649	51787	22769	30925	25752	29035	27327	19798	47055	24911	35484
HIS92_RS07545	NZ_CP051858.1	1484426	1484599	-	174	50071	24187	35094	14093	24968	15878	25023	17062	45640	17525	26241	18398	23188	19790	15738	40439	22289	27796
HIS92_RS07550	NZ_CP051858.1	1484921	1486273	-	1353	2775	2881	2939	2251	3057	2510	3513	2068	3274	2283	2525	1926	3077	1787	2431	3091	2502	2566
HIS92_RS07555	NZ_CP051858.1	1486280	1487029	-	750	834	1270	1237	1004	1454	1194	1553	955	867	901	861	862	1395	725	1172	1006	1060	815
HIS92_RS07560	NZ_CP051858.1	1487174	1488112	-	939	2137	2748	2516	1945	2769	2370	3083	2305	2752	2165	2110	1885	2677	2007	1972	2927	2546	3108
HIS92_RS07565	NZ_CP051858.1	1488141	1489256	-	1116	1243	1953	2293	1602	2658	1968	2829	1502	1392	1529	1421	1402	2551	1212	2125	1594	2101	1551
HIS92_RS07570	NZ_CP051858.1	1489461	1491296	-	1836	6975	12341	13334	12906	18022	12720	20321	9927	9102	10860	10859	8245	16695	7509	18026	10831	16263	11703
HIS92_RS07575	NZ_CP051858.1	1491323	1491889	-	567	1522	2894	3432	2744	4298	2935	4599	2383	2344	2662	2382	2374	3971	1849	4128	2700	3878	2673
HIS92_RS07580	NZ_CP051858.1	1492004	1493020	-	1017	1346	1673	2755	2116	3381	2213	4004	2282	2838	2490	2328	1929	3208	1776	3618	2883	3504	2701
HIS92_RS07585	NZ_CP051858.1	1493154	1494293	-	1140	137	278	296	249	380	311	410	203	185	221	198	185	367	166	314	216	249	203
HIS92_RS07590	NZ_CP051858.1	1494345	1494719	-	375	50	47	74	76	77	65	101	56	57	49	46	56	82	35	84	62	60	65
HIS92_RS07595	NZ_CP051858.1	1494850	1496673	-	1824	2358	3811	4346	4271	5595	4699	6246	3579	3051	3952	3499	2966	5879	2859	5032	3740	3409	2833
HIS92_RS07600	NZ_CP051858.1	1496884	1497249	-	366	3	1	13	2	3	3	7	1	3	5	6	2	3	0	5	3	1	2
HIS92_RS07605	NZ_CP051858.1	1497246	1498349	-	1104	7	17	25	4	10	23	18	14	8	20	14	15	29	10	25	7	24	16
HIS92_RS07610	NZ_CP051858.1	1498530	1498787	+	258	4059	2062	3204	2618	3187	2034	3222	2017	4059	1898	2713	948	2826	1493	3177	3028	2182	2226
HIS92_RS07615	NZ_CP051858.1	1498873	1499883	-	1011	81	104	135	77	157	140	163	79	101	86	95	116	123	111	138	134	91	115
HIS92_RS07620	NZ_CP051858.1	1500229	1500363	+	135	6	9	5	8	5	3	8	6	8	7	3	7	5	2	6	9	6	5
HIS92_RS07625	NZ_CP051858.1	1500395	1502716	-	2322	86	113	72	71	103	60	132	63	73	61	91	50	102	57	88	84	91	78
