Geneid	Chr	Start	End	Strand	Length	B1-t0-1	B2-t0-2	B3-t0-3	G1-t0-1	G2-t0-2	G3-t0-3	B1M-t0-1	B2M-t0-2	B3M-t0-3	G1M-t0-1	G2M-t0-2	G3M-t0-3
HIS92_RS06535	NZ_CP051858.1	1304220	1304960	-	741	1	3	5	1	5	1	10	0	5	0	1	1
HIS92_RS06540	NZ_CP051858.1	1304957	1306144	-	1188	4	1	3	1	0	5	7	0	7	4	1	3
HIS92_RS06545	NZ_CP051858.1	1306110	1306838	-	729	2	0	2	0	3	1	1	0	1	1	0	6
HIS92_RS06550	NZ_CP051858.1	1306838	1308271	-	1434	6	1	3	8	2	4	9	4	5	0	1	7
HIS92_RS06555	NZ_CP051858.1	1308349	1308705	-	357	1	0	1	0	1	2	2	0	0	2	4	0
HIS92_RS06560	NZ_CP051858.1	1309346	1310719	+	1374	190	223	431	223	275	271	166	204	303	103	141	75
HIS92_RS06565	NZ_CP051858.1	1310768	1313095	-	2328	1347	706	860	849	1037	1111	1286	891	761	559	568	456
HIS92_RS06570	NZ_CP051858.1	1313461	1314240	+	780	69	55	85	104	91	110	28	39	66	40	68	43
HIS92_RS06575	NZ_CP051858.1	1314313	1314759	+	447	868	515	997	827	658	847	282	541	649	607	701	507
HIS92_RS06580	NZ_CP051858.1	1314784	1314999	-	216	95	52	48	42	46	36	34	32	42	44	48	34
HIS92_RS06585	NZ_CP051858.1	1315057	1315617	-	561	110	104	103	116	94	89	105	114	99	62	104	42
HIS92_RS06590	NZ_CP051858.1	1315756	1316706	-	951	9	3	9	0	9	8	2	10	13	4	2	4
HIS92_RS06595	NZ_CP051858.1	1316719	1317879	-	1161	5	0	4	4	5	3	3	3	2	9	8	2
HIS92_RS06600	NZ_CP051858.1	1317876	1318643	-	768	0	0	0	5	2	0	1	0	2	3	0	1
HIS92_RS06605	NZ_CP051858.1	1318655	1319878	-	1224	6	2	2	3	0	4	6	1	8	1	6	0
HIS92_RS06610	NZ_CP051858.1	1319889	1320926	-	1038	0	0	1	1	1	4	2	1	4	2	1	0
HIS92_RS06615	NZ_CP051858.1	1321151	1321339	+	189	3	0	2	3	3	4	0	0	5	4	2	4
HIS92_RS06620	NZ_CP051858.1	1321369	1322163	-	795	256	131	287	182	171	222	152	150	158	99	115	73
HIS92_RS06625	NZ_CP051858.1	1322173	1323126	-	954	11	17	25	12	20	22	56	38	26	23	21	20
HIS92_RS06630	NZ_CP051858.1	1323292	1324131	+	840	0	0	3	0	1	1	4	2	0	0	1	1
HIS92_RS06635	NZ_CP051858.1	1324178	1325056	-	879	1827	1664	2072	1361	1099	1821	1125	1567	1175	695	841	536
HIS92_RS06640	NZ_CP051858.1	1325075	1325734	-	660	475	550	587	466	359	637	357	444	344	144	149	132
HIS92_RS06645	NZ_CP051858.1	1325775	1326045	-	271	128	131	162	117	94	128	60	83	96	31	34	23
HIS92_RS06650	NZ_CP051858.1	1326407	1327330	-	924	374	372	542	364	345	518	161	189	255	180	174	147
HIS92_RS06655	NZ_CP051858.1	1327520	1327771	+	252	91	84	129	215	178	154	33	74	124	181	173	96
HIS92_RS06660	NZ_CP051858.1	1327806	1328276	-	471	5	6	6	0	1	2	1	4	1	3	3	2
HIS92_RS06665	NZ_CP051858.1	1329164	1331869	+	2706	87	52	127	91	58	104	24	33	30	21	22	20
HIS92_RS06670	NZ_CP051858.1	1331943	1332644	+	702	37	30	52	49	35	41	12	25	19	14	16	11
HIS92_RS06675	NZ_CP051858.1	1332685	1333923	-	1239	136	156	220	235	196	260	685	827	1007	868	912	764
HIS92_RS06680	NZ_CP051858.1	1334034	1334189	+	156	1	3	1	2	0	2	0	0	0	1	1	0
HIS92_RS06685	NZ_CP051858.1	1334285	1335403	-	1119	6665	4497	6156	5604	5112	6058	7118	7355	6425	4987	5757	4256
HIS92_RS06690	NZ_CP051858.1	1335531	1336076	-	546	78	51	46	82	107	120	73	50	68	118	98	88
HIS92_RS06695	NZ_CP051858.1	1336266	1336358	+	93	1	0	3	2	0	0	0	0	1	2	1	0
HIS92_RS06700	NZ_CP051858.1	1336431	1336670	-	240	1	1	1	2	2	0	1	0	4	0	1	1
HIS92_RS06705	NZ_CP051858.1	1336737	1337297	-	561	97	59	123	104	128	127	110	119	93	94	90	62
HIS92_RS06710	NZ_CP051858.1	1337314	1338282	-	969	92	113	149	107	130	128	106	136	122	75	110	73
HIS92_RS06715	NZ_CP051858.1	1338383	1339105	-	723	9	15	50	33	42	46	12	27	58	23	19	35
HIS92_RS06720	NZ_CP051858.1	1339098	1339757	-	660	7	6	34	26	22	35	10	3	15	9	10	9
HIS92_RS06725	NZ_CP051858.1	1339794	1340573	-	780	14	7	60	21	30	48	9	12	22	21	19	8
HIS92_RS06730	NZ_CP051858.1	1340826	1341239	-	414	1090	605	1081	814	631	921	910	925	781	668	546	460
HIS92_RS06735	NZ_CP051858.1	1341384	1341791	-	408	388	324	482	655	543	549	190	292	345	641	563	417
HIS92_RS06740	NZ_CP051858.1	1341913	1342404	-	492	24	40	48	40	54	55	23	36	55	34	26	23
HIS92_RS06745	NZ_CP051858.1	1342448	1343152	-	705	2	2	4	4	1	1	3	1	2	1	0	2
HIS92_RS06750	NZ_CP051858.1	1343260	1344438	-	1179	1285	971	1805	1387	1142	1801	560	652	1003	616	763	599
HIS92_RS06755	NZ_CP051858.1	1344780	1346075	-	1296	2643	1483	1578	1823	1733	2457	6122	3414	2112	1847	1846	1499
HIS92_RS06760	NZ_CP051858.1	1346091	1347074	-	984	702	419	527	524	586	817	2268	1121	743	538	646	433
HIS92_RS06765	NZ_CP051858.1	1347088	1348089	-	1002	978	675	636	692	786	1114	4142	1658	961	810	743	610
HIS92_RS06770	NZ_CP051858.1	1348117	1349538	-	1422	1893	1342	1046	1317	1362	1769	6702	2925	1791	1561	1540	1129
HIS92_RS06775	NZ_CP051858.1	1349543	1350646	-	1104	1732	1363	976	1394	1553	1580	5816	3307	1863	2114	1668	1312
HIS92_RS06780	NZ_CP051858.1	1350734	1351834	-	1101	4145	2902	2520	3485	3259	3664	7328	5288	3354	3463	3288	2439
HIS92_RS06785	NZ_CP051858.1	1351869	1352768	-	900	2688	2104	1987	2437	2532	3009	3000	3348	2324	2398	2118	1602
HIS92_RS06790	NZ_CP051858.1	1352964	1355036	-	2073	30	38	32	39	42	50	31	27	31	34	45	29
HIS92_RS06795	NZ_CP051858.1	1355173	1355406	+	234	6	4	9	4	3	1	6	7	5	9	12	4
HIS92_RS06800	NZ_CP051858.1	1355456	1356184	-	729	198	187	236	254	233	248	154	220	227	184	225	131
HIS92_RS06805	NZ_CP051858.1	1356235	1356381	+	147	12	12	6	17	18	15	7	7	12	7	12	6
HIS92_RS06810	NZ_CP051858.1	1356595	1357158	-	564	3	0	12	15	7	20	5	5	3	12	14	6
HIS92_RS06815	NZ_CP051858.1	1357412	1357507	-	96	72	58	87	48	60	81	33	52	64	81	87	57
HIS92_RS06820	NZ_CP051858.1	1357679	1358401	-	723	85	63	95	115	106	146	102	67	60	103	72	52
HIS92_RS06825	NZ_CP051858.1	1358558	1359919	-	1362	80	63	38	86	97	107	60	54	30	67	46	33
HIS92_RS06830	NZ_CP051858.1	1360018	1360698	-	681	0	0	0	0	0	0	0	0	0	0	0	0
HIS92_RS06835	NZ_CP051858.1	1361068	1361886	+	819	254	211	277	368	368	370	53	168	110	152	194	155
HIS92_RS06840	NZ_CP051858.1	1361945	1363101	-	1157	11	14	24	9	15	19	15	19	23	18	29	11
HIS92_RS06845	NZ_CP051858.1	1363210	1364130	-	921	2	3	2	4	2	0	0	0	5	1	0	1
HIS92_RS06850	NZ_CP051858.1	1365196	1365771	+	576	35	34	61	52	48	70	15	46	50	38	53	26
HIS92_RS06855	NZ_CP051858.1	1366083	1366355	-	273	2	0	0	0	1	0	0	1	0	0	0	3
HIS92_RS06860	NZ_CP051858.1	1366368	1366997	-	630	0	0	0	0	0	1	1	0	0	0	0	0
HIS92_RS06865	NZ_CP051858.1	1367012	1367389	-	378	0	0	0	0	0	0	0	0	0	0	0	0
HIS92_RS06870	NZ_CP051858.1	1367382	1367657	-	276	0	0	0	1	0	0	0	0	0	0	0	0
HIS92_RS06875	NZ_CP051858.1	1368911	1369729	-	819	3	7	6	4	4	1	1	0	2	6	1	2
HIS92_RS06880	NZ_CP051858.1	1370828	1371799	-	972	3	7	5	5	2	14	4	4	5	7	11	4
HIS92_RS06885	NZ_CP051858.1	1371965	1372759	-	795	1735	1439	1603	1566	1448	1739	884	1484	1419	1376	1284	995
HIS92_RS06890	NZ_CP051858.1	1373049	1374347	-	1299	31	19	47	41	25	47	24	34	49	31	32	31
HIS92_RS06895	NZ_CP051858.1	1374466	1376205	-	1740	523	423	637	454	414	575	363	383	550	259	285	177
HIS92_RS06900	NZ_CP051858.1	1376470	1376919	-	450	2308	1916	2208	2127	1517	2002	1202	1621	1260	1415	1196	827
HIS92_RS06905	NZ_CP051858.1	1377062	1377901	-	840	1435	1302	1809	1508	1367	1980	1508	1781	1902	1213	1220	962
HIS92_RS06910	NZ_CP051858.1	1377905	1379797	-	1893	3444	2615	3937	3174	2989	4071	3365	3165	3682	2213	2456	1946
HIS92_RS06915	NZ_CP051858.1	1380099	1380989	-	891	993	697	979	833	697	1053	1214	942	939	601	713	538
HIS92_RS06920	NZ_CP051858.1	1380989	1381219	-	231	331	193	247	219	236	310	268	286	283	255	241	156
HIS92_RS06925	NZ_CP051858.1	1381209	1382567	-	1359	2436	1476	2157	1866	1766	2288	3127	2176	1963	1429	1493	1097
HIS92_RS06930	NZ_CP051858.1	1382594	1383454	-	861	2503	1827	2354	2077	1953	2172	3222	2351	1898	1511	1484	1114
HIS92_RS06935	NZ_CP051858.1	1383478	1383870	-	393	779	714	905	778	735	845	396	566	589	512	502	377
HIS92_RS06940	NZ_CP051858.1	1384217	1384609	-	393	6561	5585	8371	7070	6634	7910	5911	6818	6391	6141	5959	4300
HIS92_RS06945	NZ_CP051858.1	1384632	1385984	-	1353	15359	12284	19042	16043	14551	17605	10339	14278	14429	12355	12863	9371
HIS92_RS06950	NZ_CP051858.1	1386001	1386489	-	489	3937	3366	4594	3681	3779	4416	2203	2779	3106	2337	2135	1562
HIS92_RS06955	NZ_CP051858.1	1386959	1387153	+	195	1	0	4	0	0	1	0	1	1	0	0	0
HIS92_RS06960	NZ_CP051858.1	1387266	1387910	-	645	5	3	9	9	6	13	6	7	3	4	4	7
HIS92_RS06965	NZ_CP051858.1	1387926	1388588	-	663	4	1	6	1	3	5	7	0	3	2	2	2
HIS92_RS06970	NZ_CP051858.1	1388578	1389210	-	633	1	0	5	3	4	5	6	3	4	1	1	2
HIS92_RS06975	NZ_CP051858.1	1389223	1390395	-	1173	2	1	1	0	2	6	2	1	4	3	0	0
HIS92_RS06980	NZ_CP051858.1	1390406	1390741	-	336	0	0	1	0	1	0	1	0	0	0	0	1
HIS92_RS06985	NZ_CP051858.1	1390813	1391016	-	204	0	2	0	1	0	0	1	0	0	0	0	0
HIS92_RS06990	NZ_CP051858.1	1391031	1391546	-	516	0	2	3	0	0	1	1	0	1	1	1	0
HIS92_RS06995	NZ_CP051858.1	1391540	1392466	-	927	0	2	3	0	0	0	3	2	1	3	0	0
HIS92_RS07000	NZ_CP051858.1	1392494	1392775	-	282	0	0	1	0	0	0	0	0	1	1	3	0
HIS92_RS07005	NZ_CP051858.1	1392967	1393545	+	579	8	10	6	26	25	24	12	20	8	22	16	10
HIS92_RS07010	NZ_CP051858.1	1393526	1393846	+	321	5	0	5	11	16	7	5	5	1	20	16	5
HIS92_RS07015	NZ_CP051858.1	1393883	1394440	-	558	7389	5720	8811	7292	6594	8044	4075	5081	5742	5074	5365	4089
HIS92_RS07020	NZ_CP051858.1	1394462	1395523	-	1062	7845	6483	9584	7686	7408	8365	5914	6687	6493	5892	6083	4294
HIS92_RS07025	NZ_CP051858.1	1395528	1395968	-	441	44	69	69	80	95	116	183	120	122	69	47	58
HIS92_RS07030	NZ_CP051858.1	1396020	1396508	-	489	0	0	1	0	0	2	2	1	2	0	0	0
HIS92_RS07035	NZ_CP051858.1	1396753	1397673	+	921	1058	852	1055	953	952	1036	498	715	699	672	631	475
HIS92_RS07040	NZ_CP051858.1	1397753	1398154	+	402	517	467	617	564	463	577	338	429	400	354	344	298
HIS92_RS07045	NZ_CP051858.1	1398151	1398813	-	663	284	240	625	370	297	411	246	223	364	208	243	201
HIS92_RS07050	NZ_CP051858.1	1398868	1399296	-	429	809	616	1291	886	641	994	407	579	766	486	508	403
HIS92_RS07055	NZ_CP051858.1	1399441	1400466	-	1026	2	1	2	2	2	9	12	3	1	0	1	0
HIS92_RS07060	NZ_CP051858.1	1400623	1400940	+	318	47	45	54	71	56	63	16	37	39	36	42	17
HIS92_RS07065	NZ_CP051858.1	1400946	1401617	+	672	42	40	59	41	63	62	24	45	22	24	22	21
HIS92_RS07070	NZ_CP051858.1	1401818	1402660	+	843	1602	1510	3519	1968	1515	2221	613	1063	1887	581	887	632
HIS92_RS07075	NZ_CP051858.1	1402689	1403525	-	837	1366	957	1130	904	829	1060	1763	1727	1693	1152	1299	934
HIS92_RS07080	NZ_CP051858.1	1403696	1404079	+	384	1798	1326	2395	1607	1326	1649	643	1166	1317	875	860	700
HIS92_RS07085	NZ_CP051858.1	1404120	1404656	-	537	2	4	1	3	0	1	2	1	3	1	2	3
HIS92_RS07090	NZ_CP051858.1	1405047	1406024	+	978	292	194	295	248	239	284	479	514	543	309	494	312
HIS92_RS07095	NZ_CP051858.1	1406121	1406702	+	582	14703	12209	19790	12708	10337	13278	16619	16614	15645	10425	11877	9248
HIS92_RS07100	NZ_CP051858.1	1406774	1407106	+	333	7333	7537	9504	5859	5574	7207	9574	10474	10133	5634	6506	4651
HIS92_RS07105	NZ_CP051858.1	1407108	1407422	+	315	9945	7623	13006	7148	5624	7478	13520	11753	10492	5698	7247	5612
HIS92_RS07110	NZ_CP051858.1	1407438	1407695	+	258	5281	5303	7078	4308	4067	4868	6144	6912	6725	4470	4807	3610
HIS92_RS07115	NZ_CP051858.1	1407712	1407900	-	189	9	1	11	13	4	7	9	5	5	3	18	13
HIS92_RS07120	NZ_CP051858.1	1408190	1408381	-	192	31	51	69	93	66	101	40	65	43	62	39	30
HIS92_RS07125	NZ_CP051858.1	1408452	1408655	-	204	10	4	6	4	10	8	4	9	4	9	6	6
HIS92_RS07130	NZ_CP051858.1	1408947	1410422	-	1476	936	348	255	537	565	521	1672	984	398	575	571	398
HIS92_RS07135	NZ_CP051858.1	1410419	1411762	-	1344	873	358	202	464	658	435	1187	804	440	572	539	316
HIS92_RS07140	NZ_CP051858.1	1411783	1412883	-	1101	720	332	186	507	595	453	910	766	344	492	444	259
HIS92_RS07145	NZ_CP051858.1	1413273	1414955	+	1683	7	7	6	4	1	12	5	9	6	0	4	3
HIS92_RS07150	NZ_CP051858.1	1414942	1415739	+	798	3	0	4	0	1	7	5	5	1	1	2	0
HIS92_RS07155	NZ_CP051858.1	1416004	1416231	-	228	137	207	234	709	573	417	84	268	319	793	381	216
HIS92_RS07160	NZ_CP051858.1	1416305	1416421	+	117	1	0	4	6	1	2	0	0	2	0	1	0
HIS92_RS07165	NZ_CP051858.1	1416563	1417195	+	633	118	107	103	170	157	129	96	121	73	106	80	72
HIS92_RS07170	NZ_CP051858.1	1417261	1417461	-	201	46	26	30	31	25	20	43	20	16	11	9	7
HIS92_RS07175	NZ_CP051858.1	1417500	1417997	-	498	90	62	99	50	64	77	83	69	65	44	34	32
HIS92_RS07180	NZ_CP051858.1	1418113	1418763	-	651	179	113	95	130	124	113	207	173	100	110	75	51
HIS92_RS07185	NZ_CP051858.1	1418938	1419309	-	372	2	2	2	4	0	0	10	7	1	0	2	1
HIS92_RS07190	NZ_CP051858.1	1419306	1419776	-	471	3	1	1	0	2	7	6	2	5	5	0	1
HIS92_RS07195	NZ_CP051858.1	1419746	1420048	-	303	0	0	0	1	2	1	3	2	0	1	4	0
HIS92_RS07200	NZ_CP051858.1	1420041	1420496	-	456	4	4	7	4	5	14	4	4	2	4	8	4
HIS92_RS07205	NZ_CP051858.1	1420493	1420792	-	300	2	6	0	1	1	1	2	6	0	0	2	0
HIS92_RS07210	NZ_CP051858.1	1420804	1421835	-	1032	9	4	5	13	11	6	6	4	3	9	9	6
HIS92_RS07215	NZ_CP051858.1	1421828	1422871	-	1044	13	18	4	9	12	12	5	6	7	9	15	4
HIS92_RS07220	NZ_CP051858.1	1423077	1423772	+	696	3145	2601	2473	4913	5568	3979	2694	4285	2156	5070	4649	2347
HIS92_RS07225	NZ_CP051858.1	1423899	1424141	+	243	55	28	27	96	63	41	53	68	53	97	64	47
HIS92_RS07230	NZ_CP051858.1	1424249	1425643	+	1395	8269	6468	128	4106	58	41	2425	4241	135	1696	53	27
HIS92_RS07235	NZ_CP051858.1	1425723	1426115	-	393	1	0	1	3	5	5	0	0	1	1	0	1
HIS92_RS07240	NZ_CP051858.1	1426203	1426418	-	216	3	3	6	4	2	7	1	2	5	2	1	3
HIS92_RS07245	NZ_CP051858.1	1426672	1426983	+	312	525	607	791	823	638	612	180	690	599	879	743	453
HIS92_RS07250	NZ_CP051858.1	1427018	1427506	-	489	163	106	191	122	124	152	106	91	102	80	70	60
HIS92_RS07255	NZ_CP051858.1	1427585	1427959	-	375	81	40	91	38	45	60	45	36	49	19	46	36
HIS92_RS07260	NZ_CP051858.1	1428055	1428315	-	261	91	71	115	124	119	144	63	72	103	63	80	87
HIS92_RS07265	NZ_CP051858.1	1428510	1429568	-	1059	57	58	70	76	61	111	157	48	59	99	36	42
HIS92_RS07270	NZ_CP051858.1	1429587	1432985	-	3399	8	10	5	8	8	11	12	9	7	10	2	5
HIS92_RS07275	NZ_CP051858.1	1432985	1434817	-	1833	0	2	0	1	0	2	2	1	1	0	1	0
HIS92_RS07280	NZ_CP051858.1	1435406	1436518	+	1113	2	2	0	0	0	1	0	3	0	0	1	0
HIS92_RS07285	NZ_CP051858.1	1436515	1437678	+	1164	1	4	8	3	4	6	3	5	5	1	5	5
HIS92_RS07290	NZ_CP051858.1	1437845	1438357	+	513	61	44	47	85	71	74	19	26	15	31	45	27
HIS92_RS07295	NZ_CP051858.1	1438791	1439081	+	291	1214	1121	1913	1729	1636	1719	398	943	985	1500	1138	1041
HIS92_RS07300	NZ_CP051858.1	1439225	1440337	-	1113	822	572	906	815	743	953	1028	729	824	708	625	515
HIS92_RS07305	NZ_CP051858.1	1440347	1440976	-	630	495	340	455	434	448	517	306	343	381	354	291	250
HIS92_RS07310	NZ_CP051858.1	1441146	1441319	+	174	29	28	17	41	28	47	16	39	28	40	36	30
HIS92_RS07315	NZ_CP051858.1	1441400	1442383	-	984	1431	953	1246	978	1073	1379	1503	1225	1212	623	671	502
HIS92_RS07320	NZ_CP051858.1	1442403	1442603	-	201	216	120	146	149	182	164	142	170	188	100	85	80
HIS92_RS07325	NZ_CP051858.1	1442707	1443285	-	579	99	64	165	104	111	167	132	68	124	77	58	77
HIS92_RS07330	NZ_CP051858.1	1443389	1443538	-	150	1110	824	1412	1153	1234	1762	1427	2178	1875	1543	1416	884
HIS92_RS07335	NZ_CP051858.1	1443608	1445962	-	2355	15	42	27	27	24	36	29	43	41	11	13	12
HIS92_RS07340	NZ_CP051858.1	1446303	1446959	-	657	3	6	12	6	4	13	11	5	2	6	4	4
HIS92_RS07345	NZ_CP051858.1	1447246	1448061	-	816	7	13	16	12	11	12	3	14	9	11	19	4
HIS92_RS07350	NZ_CP051858.1	1448090	1448956	-	867	11	10	9	8	12	16	8	13	9	10	6	3
HIS92_RS07355	NZ_CP051858.1	1448958	1449908	-	951	8	9	18	22	11	17	8	11	12	8	18	9
HIS92_RS07360	NZ_CP051858.1	1449936	1450853	-	918	5	8	15	9	18	15	1	10	11	12	17	5
HIS92_RS07365	NZ_CP051858.1	1451185	1453311	-	2127	3613	2755	4783	3897	3746	5397	2311	2552	3830	2127	2820	1977
HIS92_RS07370	NZ_CP051858.1	1453421	1454698	-	1278	44	31	46	55	29	40	61	58	41	41	29	52
HIS92_RS07375	NZ_CP051858.1	1454815	1455426	-	612	10173	7187	11889	9151	7690	10149	7976	10687	12285	8257	9968	7725
HIS92_RS07380	NZ_CP051858.1	1455648	1455721	-	74	18	15	38	28	17	20	8	7	14	5	8	3
HIS92_RS07385	NZ_CP051858.1	1455964	1456722	+	759	1003	751	1037	1066	898	974	680	850	783	568	677	505
HIS92_RS07390	NZ_CP051858.1	1456788	1457153	+	366	8	2	18	13	15	12	6	7	11	7	13	11
HIS92_RS07395	NZ_CP051858.1	1457318	1458421	+	1104	5045	3406	5923	4406	3422	4808	2708	3583	3697	2281	2876	1981
HIS92_RS07400	NZ_CP051858.1	1458501	1458914	-	414	118	125	307	210	157	283	141	181	224	160	176	110
HIS92_RS07405	NZ_CP051858.1	1458928	1459761	-	834	230	169	499	292	237	364	272	219	300	184	199	178
HIS92_RS07410	NZ_CP051858.1	1459761	1460531	-	771	209	148	377	240	245	279	240	224	223	180	196	129
HIS92_RS07415	NZ_CP051858.1	1460711	1461589	-	879	227	261	375	373	375	477	413	361	405	331	262	207
HIS92_RS07420	NZ_CP051858.1	1461739	1461993	+	255	0	0	1	1	0	3	3	0	2	0	1	1
HIS92_RS07425	NZ_CP051858.1	1462012	1462908	-	897	805	629	1178	905	804	1006	641	658	901	410	540	384
HIS92_RS07430	NZ_CP051858.1	1463077	1464387	-	1311	1848	2087	4878	3472	2897	4116	1052	2131	3357	1887	2295	1714
HIS92_RS07435	NZ_CP051858.1	1464569	1465288	+	720	0	0	0	0	2	0	2	1	0	0	1	1
HIS92_RS07440	NZ_CP051858.1	1465378	1466328	+	951	1981	1604	2442	1743	1590	2001	859	1458	1802	974	1244	901
HIS92_RS07445	NZ_CP051858.1	1466369	1467490	-	1122	263	192	337	233	243	353	154	152	228	102	114	93
HIS92_RS07450	NZ_CP051858.1	1467487	1468194	-	708	139	92	159	100	136	144	108	72	114	27	51	40
HIS92_RS07455	NZ_CP051858.1	1468360	1468716	-	357	16	25	37	32	31	43	16	23	34	40	23	23
HIS92_RS07460	NZ_CP051858.1	1469103	1470230	-	1128	6496	6412	9770	8110	7413	9082	6430	8597	9322	6735	7749	5842
HIS92_RS07465	NZ_CP051858.1	1470290	1472086	-	1797	4591	3990	6151	6022	5665	7086	4556	5452	5604	4719	5913	4351
HIS92_RS07470	NZ_CP051858.1	1472168	1472311	-	144	425	318	531	456	456	542	278	325	451	392	393	296
HIS92_RS07475	NZ_CP051858.1	1472947	1473759	-	813	1559	1213	1280	1228	1222	1445	1554	1764	1558	1117	1346	976
HIS92_RS07480	NZ_CP051858.1	1473789	1474421	-	633	1247	882	1029	888	817	1012	1072	1154	1068	729	854	714
HIS92_RS07485	NZ_CP051858.1	1474529	1475275	-	747	760	658	1152	955	835	1008	720	824	1185	720	825	692
HIS92_RS07490	NZ_CP051858.1	1475309	1475452	-	144	318	362	434	396	417	472	443	416	463	354	376	278
HIS92_RS07495	NZ_CP051858.1	1475629	1476534	-	906	3040	2766	3349	3138	3140	3291	2631	3187	3138	2523	2624	2027
HIS92_RS07500	NZ_CP051858.1	1476527	1476925	-	399	350	328	478	372	347	436	181	388	399	250	281	187
HIS92_RS07505	NZ_CP051858.1	1477025	1477378	-	354	24	30	42	35	20	43	33	28	45	25	34	31
HIS92_RS07510	NZ_CP051858.1	1477375	1477845	-	471	238	184	333	288	303	414	102	211	231	172	223	142
HIS92_RS07515	NZ_CP051858.1	1477842	1479986	-	2145	739	682	898	984	929	1291	899	708	800	588	607	473
HIS92_RS07520	NZ_CP051858.1	1480181	1481140	-	960	752	517	652	736	731	844	485	547	532	451	459	349
HIS92_RS07525	NZ_CP051858.1	1481144	1482343	-	1200	3	5	12	5	3	6	7	7	14	8	2	5
HIS92_RS07530	NZ_CP051858.1	1482491	1482784	-	294	0	0	11	3	2	3	0	2	5	0	2	1
HIS92_RS07535	NZ_CP051858.1	1483200	1483830	+	631	7	6	7	0	1	3	4	2	5	4	5	1
HIS92_RS07540	NZ_CP051858.1	1483967	1484410	-	444	26989	24270	38543	28972	27761	30727	20939	27716	25163	30583	24867	18800
HIS92_RS07545	NZ_CP051858.1	1484426	1484599	-	174	33866	32451	51484	37906	35925	40484	13864	33028	30984	36393	31629	24243
HIS92_RS07550	NZ_CP051858.1	1484921	1486273	-	1353	2693	1963	4040	3366	2923	4064	2470	2894	3585	2324	3177	2182
HIS92_RS07555	NZ_CP051858.1	1486280	1487029	-	750	1195	776	1700	1389	1147	1613	924	1167	1462	805	1205	767
HIS92_RS07560	NZ_CP051858.1	1487174	1488112	-	939	2107	1682	2631	2499	2264	3113	3068	2703	3082	1908	2548	1900
HIS92_RS07565	NZ_CP051858.1	1488141	1489256	-	1116	2302	1603	2521	2287	2231	3078	2448	2905	3155	1880	2555	1931
HIS92_RS07570	NZ_CP051858.1	1489461	1491296	-	1836	34609	22202	31463	26712	25384	28939	24829	27930	32116	21318	28177	19793
HIS92_RS07575	NZ_CP051858.1	1491323	1491889	-	567	7840	4851	6608	5526	5293	5758	5755	7272	6814	4073	5563	3567
HIS92_RS07580	NZ_CP051858.1	1492004	1493020	-	1017	3169	1935	2398	2192	2089	2285	2697	2910	2408	1677	2425	1700
HIS92_RS07585	NZ_CP051858.1	1493154	1494293	-	1140	209	192	306	252	219	284	206	261	324	149	217	162
HIS92_RS07590	NZ_CP051858.1	1494345	1494719	-	375	91	83	146	84	97	107	72	96	114	56	68	53
HIS92_RS07595	NZ_CP051858.1	1494850	1496673	-	1824	6455	5354	8133	6245	5528	7358	2735	4113	5296	2707	3249	2451
HIS92_RS07600	NZ_CP051858.1	1496884	1497249	-	366	3	4	4	2	1	4	1	4	1	0	8	1
HIS92_RS07605	NZ_CP051858.1	1497246	1498349	-	1104	14	2	5	9	11	10	26	12	14	5	12	5
HIS92_RS07610	NZ_CP051858.1	1498530	1498787	+	258	8541	6175	12801	11462	8906	11538	5180	10090	12054	8492	11625	8383
HIS92_RS07615	NZ_CP051858.1	1498873	1499883	-	1011	140	119	209	123	141	225	112	133	178	109	131	86
HIS92_RS07620	NZ_CP051858.1	1500229	1500363	+	135	34	20	19	44	30	29	25	14	38	37	34	28
HIS92_RS07625	NZ_CP051858.1	1500395	1502716	-	2322	56	55	116	107	74	96	92	105	135	97	121	91
HIS92_RS07630	NZ_CP051858.1	1502731	1503288	-	558	389	198	350	279	245	316	201	292	324	237	237	206
HIS92_RS07635	NZ_CP051858.1	1503352	1503951	-	600	29	43	39	30	44	50	32	46	45	22	56	22
HIS92_RS07640	NZ_CP051858.1	1504029	1504856	+	828	1	0	1	3	0	1	0	1	1	0	1	1
HIS92_RS07645	NZ_CP051858.1	1505177	1505926	-	750	1019	937	1464	1359	1199	1568	1316	1238	1377	947	1189	853
HIS92_RS07650	NZ_CP051858.1	1505923	1506279	-	357	367	349	458	494	380	537	432	402	505	338	397	308
HIS92_RS07655	NZ_CP051858.1	1506276	1506845	-	570	635	437	734	735	627	777	743	624	822	427	570	432
HIS92_RS07660	NZ_CP051858.1	1506835	1507404	-	570	634	498	784	794	740	957	867	750	891	595	673	440
HIS92_RS07665	NZ_CP051858.1	1507542	1507835	-	294	362	273	463	461	402	515	319	328	438	275	319	264
HIS92_RS07670	NZ_CP051858.1	1507841	1508674	-	834	952	731	1251	1147	988	1301	791	935	1254	742	880	727
HIS92_RS07675	NZ_CP051858.1	1508690	1509796	-	1107	1058	977	1455	1365	1204	1684	1132	1173	1424	845	999	771
HIS92_RS07680	NZ_CP051858.1	1509800	1510312	-	513	552	547	902	754	688	1037	441	522	712	408	461	376
HIS92_RS07685	NZ_CP051858.1	1510559	1510714	+	156	15	9	13	31	16	12	6	13	12	14	29	15
